DatasetID,PathID,PathString,node_t1,node_t2,node_p_depol_1q,node_p_depol_2q,node_coh1_angle,node_coh2_zz_angle,node_src_visibility,node_src_phase,edge_length,edge_attenuation,edge_insertion_loss_db,d1_coupling_1,d1_coupling_2,d1_mzi_phase_error,d1_mzi_loss_short,d1_mzi_loss_long,d1_bs1_reflectivity,d1_bs1_loss,d1_bs2_reflectivity,d1_bs2_loss,d1_snspd1_efficiency,d1_snspd1_jitter,d1_snspd1_dark,d1_snspd1_dead,d1_snspd2_efficiency,d1_snspd2_jitter,d1_snspd2_dark,d1_snspd2_dead,d2_coupling_1,d2_coupling_2,d2_mzi_phase_error,d2_mzi_loss_short,d2_mzi_loss_long,d2_bs1_reflectivity,d2_bs1_loss,d2_bs2_reflectivity,d2_bs2_loss,d2_snspd1_efficiency,d2_snspd1_jitter,d2_snspd1_dark,d2_snspd1_dead,d2_snspd2_efficiency,d2_snspd2_jitter,d2_snspd2_dark,d2_snspd2_dead
11,1,n1->n2->n12->n13->n14->n4->n5->n6->n7->n8->n9->n10,3.81628e+09|3.17307e+11|2.1111e+11|9.81467e+09|2.91479e+13|8.2339e+09|1.37938e+13|4.81192e+11|4.80907e+13|8.1696e+11|2.30789e+12|4.53093e+09,3.25333e+09|7.16144e+10|1.05012e+11|3.1802e+09|4.85425e+12|1.86231e+09|1.38001e+12|3.85536e+11|1.83015e+13|1.84853e+11|1.03773e+12|9.31081e+08,1.65606e-05|2.94581e-05|1.23997e-05|0.000184444|0.000173701|5.62105e-05|0.000116756|0.000284109|0.000167308|0.000187958|0.000314672|0.000962884,0.000261068|0.0082771|0.00623448|0.00073597|0.00786944|0.0010007|0.000330332|0.000503779|0.00108045|0.00124643|0.000259122|0.00020631,0.0149239|0.023169|0.0180599|0.0213516|0.0264898|0.0435318|0.0206384|0.0246782|0.0277248|0.008984|0.00551956|0.0149268,0.0412895|0.0464405|0.00826329|0.039085|0.0488449|0.0417385|0.0210152|0.0194929|0.0333838|0.0367367|0.033459|0.0460367,0.966562|0.91558|0.921419|0.928597|0.929454|0.900946|0.937217|0.978715|0.962228|0.943416|0.922419|0.991514,0.044073|1.15275|2.12941|3.91297|3.54556|2.57143|5.60429|1.17871|1.34553|3.46481|0.720084|1.43787,79.8117|88.6198|13.9548|56.34|52.1141|81.7362|37.2729|32.9383|55.4093|99.595|65.9961,0.180405|0.1753|0.240484|0.231665|0.232653|0.213965|0.247945|0.235444|0.210203|0.184736|0.211961,0.820707|0.836696|0.503208|0.474189|0.731436|0.340685|0.439527|0.299341|0.426554|0.509202|0.74,0.836712,0.95003,0.0605752,0.0262135,0.963917,0.465123,0.15314,0.474832,0.221241,0.939811,45.7498,4.30327e-11,91817,0.946666,47.3408,5.83316e-12,89819,0.806875,0.804562,0.0308693,0.827622,0.153213,0.478528,0.188721,0.468424,0.0909349,0.884044,30.5298,9.32513e-10,24710,0.952989,52.309,3.28469e-13,20664
11,2,n1->n2->n12->n13->n3->n4->n5->n6->n7->n8->n9->n10,3.81628e+09|3.17307e+11|2.1111e+11|9.81467e+09|9.55297e+11|8.2339e+09|1.37938e+13|4.81192e+11|4.80907e+13|8.1696e+11|2.30789e+12|4.53093e+09,3.25333e+09|7.16144e+10|1.05012e+11|3.1802e+09|1.77834e+11|1.86231e+09|1.38001e+12|3.85536e+11|1.83015e+13|1.84853e+11|1.03773e+12|9.31081e+08,1.65606e-05|2.94581e-05|1.23997e-05|0.000184444|2.34356e-05|5.62105e-05|0.000116756|0.000284109|0.000167308|0.000187958|0.000314672|0.000962884,0.000261068|0.0082771|0.00623448|0.00073597|0.000154657|0.0010007|0.000330332|0.000503779|0.00108045|0.00124643|0.000259122|0.00020631,0.0149239|0.023169|0.0180599|0.0213516|0.00381353|0.0435318|0.0206384|0.0246782|0.0277248|0.008984|0.00551956|0.0149268,0.0412895|0.0464405|0.00826329|0.039085|0.0376584|0.0417385|0.0210152|0.0194929|0.0333838|0.0367367|0.033459|0.0460367,0.966562|0.91558|0.921419|0.928597|0.926805|0.900946|0.937217|0.978715|0.962228|0.943416|0.922419|0.991514,0.044073|1.15275|2.12941|3.91297|6.14759|2.57143|5.60429|1.17871|1.34553|3.46481|0.720084|1.43787,79.8117|88.6198|13.9548|83.9106|10.4739|81.7362|37.2729|32.9383|55.4093|99.595|65.9961,0.180405|0.1753|0.240484|0.247463|0.183499|0.213965|0.247945|0.235444|0.210203|0.184736|0.211961,0.820707|0.836696|0.503208|0.917952|0.949324|0.340685|0.439527|0.299341|0.426554|0.509202|0.74,0.836712,0.95003,0.0605752,0.0262135,0.963917,0.465123,0.15314,0.474832,0.221241,0.939811,45.7498,4.30327e-11,91817,0.946666,47.3408,5.83316e-12,89819,0.806875,0.804562,0.0308693,0.827622,0.153213,0.478528,0.188721,0.468424,0.0909349,0.884044,30.5298,9.32513e-10,24710,0.952989,52.309,3.28469e-13,20664
11,3,n1->n11->n12->n2->n3->n4->n5->n6->n7->n8->n9->n10,3.81628e+09|2.52501e+13|2.1111e+11|3.17307e+11|9.55297e+11|8.2339e+09|1.37938e+13|4.81192e+11|4.80907e+13|8.1696e+11|2.30789e+12|4.53093e+09,3.25333e+09|3.47681e+12|1.05012e+11|7.16144e+10|1.77834e+11|1.86231e+09|1.38001e+12|3.85536e+11|1.83015e+13|1.84853e+11|1.03773e+12|9.31081e+08,1.65606e-05|0.000333482|1.23997e-05|2.94581e-05|2.34356e-05|5.62105e-05|0.000116756|0.000284109|0.000167308|0.000187958|0.000314672|0.000962884,0.000261068|0.000106174|0.00623448|0.0082771|0.000154657|0.0010007|0.000330332|0.000503779|0.00108045|0.00124643|0.000259122|0.00020631,0.0149239|0.020331|0.0180599|0.023169|0.00381353|0.0435318|0.0206384|0.0246782|0.0277248|0.008984|0.00551956|0.0149268,0.0412895|0.0123668|0.00826329|0.0464405|0.0376584|0.0417385|0.0210152|0.0194929|0.0333838|0.0367367|0.033459|0.0460367,0.966562|0.966881|0.921419|0.91558|0.926805|0.900946|0.937217|0.978715|0.962228|0.943416|0.922419|0.991514,0.044073|0.100884|2.12941|1.15275|6.14759|2.57143|5.60429|1.17871|1.34553|3.46481|0.720084|1.43787,30.2686|24.4191|88.6198|37.015|10.4739|81.7362|37.2729|32.9383|55.4093|99.595|65.9961,0.233793|0.238508|0.1753|0.162173|0.183499|0.213965|0.247945|0.235444|0.210203|0.184736|0.211961,0.365721|0.981001|0.836696|0.488085|0.949324|0.340685|0.439527|0.299341|0.426554|0.509202|0.74,0.836712,0.95003,0.0605752,0.0262135,0.963917,0.465123,0.15314,0.474832,0.221241,0.939811,45.7498,4.30327e-11,91817,0.946666,47.3408,5.83316e-12,89819,0.806875,0.804562,0.0308693,0.827622,0.153213,0.478528,0.188721,0.468424,0.0909349,0.884044,30.5298,9.32513e-10,24710,0.952989,52.309,3.28469e-13,20664
11,4,n1->n2->n12->n13->n14->n15->n5->n6->n7->n8->n9->n10,3.81628e+09|3.17307e+11|2.1111e+11|9.81467e+09|2.91479e+13|3.5907e+10|1.37938e+13|4.81192e+11|4.80907e+13|8.1696e+11|2.30789e+12|4.53093e+09,3.25333e+09|7.16144e+10|1.05012e+11|3.1802e+09|4.85425e+12|3.62158e+09|1.38001e+12|3.85536e+11|1.83015e+13|1.84853e+11|1.03773e+12|9.31081e+08,1.65606e-05|2.94581e-05|1.23997e-05|0.000184444|0.000173701|0.00098768|0.000116756|0.000284109|0.000167308|0.000187958|0.000314672|0.000962884,0.000261068|0.0082771|0.00623448|0.00073597|0.00786944|0.000302079|0.000330332|0.000503779|0.00108045|0.00124643|0.000259122|0.00020631,0.0149239|0.023169|0.0180599|0.0213516|0.0264898|0.0486551|0.0206384|0.0246782|0.0277248|0.008984|0.00551956|0.0149268,0.0412895|0.0464405|0.00826329|0.039085|0.0488449|0.0326516|0.0210152|0.0194929|0.0333838|0.0367367|0.033459|0.0460367,0.966562|0.91558|0.921419|0.928597|0.929454|0.985874|0.937217|0.978715|0.962228|0.943416|0.922419|0.991514,0.044073|1.15275|2.12941|3.91297|3.54556|6.07711|5.60429|1.17871|1.34553|3.46481|0.720084|1.43787,79.8117|88.6198|13.9548|56.34|92.5451|35.0583|37.2729|32.9383|55.4093|99.595|65.9961,0.180405|0.1753|0.240484|0.231665|0.193036|0.165289|0.247945|0.235444|0.210203|0.184736|0.211961,0.820707|0.836696|0.503208|0.474189|0.838519|0.998548|0.439527|0.299341|0.426554|0.509202|0.74,0.836712,0.95003,0.0605752,0.0262135,0.963917,0.465123,0.15314,0.474832,0.221241,0.939811,45.7498,4.30327e-11,91817,0.946666,47.3408,5.83316e-12,89819,0.806875,0.804562,0.0308693,0.827622,0.153213,0.478528,0.188721,0.468424,0.0909349,0.884044,30.5298,9.32513e-10,24710,0.952989,52.309,3.28469e-13,20664
11,5,n1->n11->n12->n13->n3->n4->n5->n6->n7->n8->n9->n10,3.81628e+09|2.52501e+13|2.1111e+11|9.81467e+09|9.55297e+11|8.2339e+09|1.37938e+13|4.81192e+11|4.80907e+13|8.1696e+11|2.30789e+12|4.53093e+09,3.25333e+09|3.47681e+12|1.05012e+11|3.1802e+09|1.77834e+11|1.86231e+09|1.38001e+12|3.85536e+11|1.83015e+13|1.84853e+11|1.03773e+12|9.31081e+08,1.65606e-05|0.000333482|1.23997e-05|0.000184444|2.34356e-05|5.62105e-05|0.000116756|0.000284109|0.000167308|0.000187958|0.000314672|0.000962884,0.000261068|0.000106174|0.00623448|0.00073597|0.000154657|0.0010007|0.000330332|0.000503779|0.00108045|0.00124643|0.000259122|0.00020631,0.0149239|0.020331|0.0180599|0.0213516|0.00381353|0.0435318|0.0206384|0.0246782|0.0277248|0.008984|0.00551956|0.0149268,0.0412895|0.0123668|0.00826329|0.039085|0.0376584|0.0417385|0.0210152|0.0194929|0.0333838|0.0367367|0.033459|0.0460367,0.966562|0.966881|0.921419|0.928597|0.926805|0.900946|0.937217|0.978715|0.962228|0.943416|0.922419|0.991514,0.044073|0.100884|2.12941|3.91297|6.14759|2.57143|5.60429|1.17871|1.34553|3.46481|0.720084|1.43787,30.2686|24.4191|13.9548|83.9106|10.4739|81.7362|37.2729|32.9383|55.4093|99.595|65.9961,0.233793|0.238508|0.240484|0.247463|0.183499|0.213965|0.247945|0.235444|0.210203|0.184736|0.211961,0.365721|0.981001|0.503208|0.917952|0.949324|0.340685|0.439527|0.299341|0.426554|0.509202|0.74,0.836712,0.95003,0.0605752,0.0262135,0.963917,0.465123,0.15314,0.474832,0.221241,0.939811,45.7498,4.30327e-11,91817,0.946666,47.3408,5.83316e-12,89819,0.806875,0.804562,0.0308693,0.827622,0.153213,0.478528,0.188721,0.468424,0.0909349,0.884044,30.5298,9.32513e-10,24710,0.952989,52.309,3.28469e-13,20664
11,6,n1->n2->n3->n4->n14->n15->n16->n6->n7->n8->n9->n10,3.81628e+09|3.17307e+11|9.55297e+11|8.2339e+09|2.91479e+13|3.5907e+10|6.90472e+11|4.81192e+11|4.80907e+13|8.1696e+11|2.30789e+12|4.53093e+09,3.25333e+09|7.16144e+10|1.77834e+11|1.86231e+09|4.85425e+12|3.62158e+09|6.89981e+11|3.85536e+11|1.83015e+13|1.84853e+11|1.03773e+12|9.31081e+08,1.65606e-05|2.94581e-05|2.34356e-05|5.62105e-05|0.000173701|0.00098768|0.000342499|0.000284109|0.000167308|0.000187958|0.000314672|0.000962884,0.000261068|0.0082771|0.000154657|0.0010007|0.00786944|0.000302079|0.00111591|0.000503779|0.00108045|0.00124643|0.000259122|0.00020631,0.0149239|0.023169|0.00381353|0.0435318|0.0264898|0.0486551|0.0327472|0.0246782|0.0277248|0.008984|0.00551956|0.0149268,0.0412895|0.0464405|0.0376584|0.0417385|0.0488449|0.0326516|0.00971357|0.0194929|0.0333838|0.0367367|0.033459|0.0460367,0.966562|0.91558|0.926805|0.900946|0.929454|0.985874|0.901048|0.978715|0.962228|0.943416|0.922419|0.991514,0.044073|1.15275|6.14759|2.57143|3.54556|6.07711|1.61346|1.17871|1.34553|3.46481|0.720084|1.43787,79.8117|37.015|10.4739|52.1141|92.5451|56.2706|50.0569|32.9383|55.4093|99.595|65.9961,0.180405|0.162173|0.183499|0.232653|0.193036|0.224038|0.225307|0.235444|0.210203|0.184736|0.211961,0.820707|0.488085|0.949324|0.731436|0.838519|0.441456|0.100621|0.299341|0.426554|0.509202|0.74,0.836712,0.95003,0.0605752,0.0262135,0.963917,0.465123,0.15314,0.474832,0.221241,0.939811,45.7498,4.30327e-11,91817,0.946666,47.3408,5.83316e-12,89819,0.806875,0.804562,0.0308693,0.827622,0.153213,0.478528,0.188721,0.468424,0.0909349,0.884044,30.5298,9.32513e-10,24710,0.952989,52.309,3.28469e-13,20664
11,7,n1->n11->n12->n13->n14->n15->n5->n6->n7->n8->n9->n10,3.81628e+09|2.52501e+13|2.1111e+11|9.81467e+09|2.91479e+13|3.5907e+10|1.37938e+13|4.81192e+11|4.80907e+13|8.1696e+11|2.30789e+12|4.53093e+09,3.25333e+09|3.47681e+12|1.05012e+11|3.1802e+09|4.85425e+12|3.62158e+09|1.38001e+12|3.85536e+11|1.83015e+13|1.84853e+11|1.03773e+12|9.31081e+08,1.65606e-05|0.000333482|1.23997e-05|0.000184444|0.000173701|0.00098768|0.000116756|0.000284109|0.000167308|0.000187958|0.000314672|0.000962884,0.000261068|0.000106174|0.00623448|0.00073597|0.00786944|0.000302079|0.000330332|0.000503779|0.00108045|0.00124643|0.000259122|0.00020631,0.0149239|0.020331|0.0180599|0.0213516|0.0264898|0.0486551|0.0206384|0.0246782|0.0277248|0.008984|0.00551956|0.0149268,0.0412895|0.0123668|0.00826329|0.039085|0.0488449|0.0326516|0.0210152|0.0194929|0.0333838|0.0367367|0.033459|0.0460367,0.966562|0.966881|0.921419|0.928597|0.929454|0.985874|0.937217|0.978715|0.962228|0.943416|0.922419|0.991514,0.044073|0.100884|2.12941|3.91297|3.54556|6.07711|5.60429|1.17871|1.34553|3.46481|0.720084|1.43787,30.2686|24.4191|13.9548|56.34|92.5451|35.0583|37.2729|32.9383|55.4093|99.595|65.9961,0.233793|0.238508|0.240484|0.231665|0.193036|0.165289|0.247945|0.235444|0.210203|0.184736|0.211961,0.365721|0.981001|0.503208|0.474189|0.838519|0.998548|0.439527|0.299341|0.426554|0.509202|0.74,0.836712,0.95003,0.0605752,0.0262135,0.963917,0.465123,0.15314,0.474832,0.221241,0.939811,45.7498,4.30327e-11,91817,0.946666,47.3408,5.83316e-12,89819,0.806875,0.804562,0.0308693,0.827622,0.153213,0.478528,0.188721,0.468424,0.0909349,0.884044,30.5298,9.32513e-10,24710,0.952989,52.309,3.28469e-13,20664
11,8,n1->n2->n3->n4->n5->n15->n16->n6->n7->n8->n9->n10,3.81628e+09|3.17307e+11|9.55297e+11|8.2339e+09|1.37938e+13|3.5907e+10|6.90472e+11|4.81192e+11|4.80907e+13|8.1696e+11|2.30789e+12|4.53093e+09,3.25333e+09|7.16144e+10|1.77834e+11|1.86231e+09|1.38001e+12|3.62158e+09|6.89981e+11|3.85536e+11|1.83015e+13|1.84853e+11|1.03773e+12|9.31081e+08,1.65606e-05|2.94581e-05|2.34356e-05|5.62105e-05|0.000116756|0.00098768|0.000342499|0.000284109|0.000167308|0.000187958|0.000314672|0.000962884,0.000261068|0.0082771|0.000154657|0.0010007|0.000330332|0.000302079|0.00111591|0.000503779|0.00108045|0.00124643|0.000259122|0.00020631,0.0149239|0.023169|0.00381353|0.0435318|0.0206384|0.0486551|0.0327472|0.0246782|0.0277248|0.008984|0.00551956|0.0149268,0.0412895|0.0464405|0.0376584|0.0417385|0.0210152|0.0326516|0.00971357|0.0194929|0.0333838|0.0367367|0.033459|0.0460367,0.966562|0.91558|0.926805|0.900946|0.937217|0.985874|0.901048|0.978715|0.962228|0.943416|0.922419|0.991514,0.044073|1.15275|6.14759|2.57143|5.60429|6.07711|1.61346|1.17871|1.34553|3.46481|0.720084|1.43787,79.8117|37.015|10.4739|81.7362|35.0583|56.2706|50.0569|32.9383|55.4093|99.595|65.9961,0.180405|0.162173|0.183499|0.213965|0.165289|0.224038|0.225307|0.235444|0.210203|0.184736|0.211961,0.820707|0.488085|0.949324|0.340685|0.998548|0.441456|0.100621|0.299341|0.426554|0.509202|0.74,0.836712,0.95003,0.0605752,0.0262135,0.963917,0.465123,0.15314,0.474832,0.221241,0.939811,45.7498,4.30327e-11,91817,0.946666,47.3408,5.83316e-12,89819,0.806875,0.804562,0.0308693,0.827622,0.153213,0.478528,0.188721,0.468424,0.0909349,0.884044,30.5298,9.32513e-10,24710,0.952989,52.309,3.28469e-13,20664
11,9,n1->n2->n3->n13->n14->n4->n5->n6->n7->n8->n9->n10,3.81628e+09|3.17307e+11|9.55297e+11|9.81467e+09|2.91479e+13|8.2339e+09|1.37938e+13|4.81192e+11|4.80907e+13|8.1696e+11|2.30789e+12|4.53093e+09,3.25333e+09|7.16144e+10|1.77834e+11|3.1802e+09|4.85425e+12|1.86231e+09|1.38001e+12|3.85536e+11|1.83015e+13|1.84853e+11|1.03773e+12|9.31081e+08,1.65606e-05|2.94581e-05|2.34356e-05|0.000184444|0.000173701|5.62105e-05|0.000116756|0.000284109|0.000167308|0.000187958|0.000314672|0.000962884,0.000261068|0.0082771|0.000154657|0.00073597|0.00786944|0.0010007|0.000330332|0.000503779|0.00108045|0.00124643|0.000259122|0.00020631,0.0149239|0.023169|0.00381353|0.0213516|0.0264898|0.0435318|0.0206384|0.0246782|0.0277248|0.008984|0.00551956|0.0149268,0.0412895|0.0464405|0.0376584|0.039085|0.0488449|0.0417385|0.0210152|0.0194929|0.0333838|0.0367367|0.033459|0.0460367,0.966562|0.91558|0.926805|0.928597|0.929454|0.900946|0.937217|0.978715|0.962228|0.943416|0.922419|0.991514,0.044073|1.15275|6.14759|3.91297|3.54556|2.57143|5.60429|1.17871|1.34553|3.46481|0.720084|1.43787,79.8117|37.015|83.9106|56.34|52.1141|81.7362|37.2729|32.9383|55.4093|99.595|65.9961,0.180405|0.162173|0.247463|0.231665|0.232653|0.213965|0.247945|0.235444|0.210203|0.184736|0.211961,0.820707|0.488085|0.917952|0.474189|0.731436|0.340685|0.439527|0.299341|0.426554|0.509202|0.74,0.836712,0.95003,0.0605752,0.0262135,0.963917,0.465123,0.15314,0.474832,0.221241,0.939811,45.7498,4.30327e-11,91817,0.946666,47.3408,5.83316e-12,89819,0.806875,0.804562,0.0308693,0.827622,0.153213,0.478528,0.188721,0.468424,0.0909349,0.884044,30.5298,9.32513e-10,24710,0.952989,52.309,3.28469e-13,20664
11,10,n1->n2->n3->n13->n14->n15->n16->n6->n7->n8->n9->n10,3.81628e+09|3.17307e+11|9.55297e+11|9.81467e+09|2.91479e+13|3.5907e+10|6.90472e+11|4.81192e+11|4.80907e+13|8.1696e+11|2.30789e+12|4.53093e+09,3.25333e+09|7.16144e+10|1.77834e+11|3.1802e+09|4.85425e+12|3.62158e+09|6.89981e+11|3.85536e+11|1.83015e+13|1.84853e+11|1.03773e+12|9.31081e+08,1.65606e-05|2.94581e-05|2.34356e-05|0.000184444|0.000173701|0.00098768|0.000342499|0.000284109|0.000167308|0.000187958|0.000314672|0.000962884,0.000261068|0.0082771|0.000154657|0.00073597|0.00786944|0.000302079|0.00111591|0.000503779|0.00108045|0.00124643|0.000259122|0.00020631,0.0149239|0.023169|0.00381353|0.0213516|0.0264898|0.0486551|0.0327472|0.0246782|0.0277248|0.008984|0.00551956|0.0149268,0.0412895|0.0464405|0.0376584|0.039085|0.0488449|0.0326516|0.00971357|0.0194929|0.0333838|0.0367367|0.033459|0.0460367,0.966562|0.91558|0.926805|0.928597|0.929454|0.985874|0.901048|0.978715|0.962228|0.943416|0.922419|0.991514,0.044073|1.15275|6.14759|3.91297|3.54556|6.07711|1.61346|1.17871|1.34553|3.46481|0.720084|1.43787,79.8117|37.015|83.9106|56.34|92.5451|56.2706|50.0569|32.9383|55.4093|99.595|65.9961,0.180405|0.162173|0.247463|0.231665|0.193036|0.224038|0.225307|0.235444|0.210203|0.184736|0.211961,0.820707|0.488085|0.917952|0.474189|0.838519|0.441456|0.100621|0.299341|0.426554|0.509202|0.74,0.836712,0.95003,0.0605752,0.0262135,0.963917,0.465123,0.15314,0.474832,0.221241,0.939811,45.7498,4.30327e-11,91817,0.946666,47.3408,5.83316e-12,89819,0.806875,0.804562,0.0308693,0.827622,0.153213,0.478528,0.188721,0.468424,0.0909349,0.884044,30.5298,9.32513e-10,24710,0.952989,52.309,3.28469e-13,20664
