DatasetID,PathID,PathString,node_t1,node_t2,node_p_depol_1q,node_p_depol_2q,node_coh1_angle,node_coh2_zz_angle,node_src_visibility,node_src_phase,edge_length,edge_attenuation,edge_insertion_loss_db,d1_coupling_1,d1_coupling_2,d1_mzi_phase_error,d1_mzi_loss_short,d1_mzi_loss_long,d1_bs1_reflectivity,d1_bs1_loss,d1_bs2_reflectivity,d1_bs2_loss,d1_snspd1_efficiency,d1_snspd1_jitter,d1_snspd1_dark,d1_snspd1_dead,d1_snspd2_efficiency,d1_snspd2_jitter,d1_snspd2_dark,d1_snspd2_dead,d2_coupling_1,d2_coupling_2,d2_mzi_phase_error,d2_mzi_loss_short,d2_mzi_loss_long,d2_bs1_reflectivity,d2_bs1_loss,d2_bs2_reflectivity,d2_bs2_loss,d2_snspd1_efficiency,d2_snspd1_jitter,d2_snspd1_dark,d2_snspd1_dead,d2_snspd2_efficiency,d2_snspd2_jitter,d2_snspd2_dark,d2_snspd2_dead
20,1,n1->n2->n3->n4->n5->n6->n7->n8->n9->n10,6.1591e+10|3.35379e+11|1.47897e+13|5.42708e+12|1.06662e+10|5.3609e+11|1.67593e+12|4.68135e+13|5.28022e+09|1.16736e+13,8.0503e+09|8.81126e+10|4.99546e+12|1.22651e+12|5.98547e+09|1.10018e+11|1.09859e+12|1.03684e+13|3.84509e+09|1.96333e+12,1.84128e-05|5.32463e-05|0.000188954|0.000148245|1.12628e-05|6.64741e-05|0.000153317|0.000161948|3.26741e-05|0.000170272,0.000743676|0.001444|0.00223419|0.00473419|0.00165987|0.0013726|0.00242587|0.00132406|0.0016733|0.00318543,0.0402475|0.0389944|0.0199841|0.00116025|0.00170785|0.0309708|0.024199|0.0426673|0.0231805|0.0351579,0.0226423|0.045128|0.0243027|0.012017|0.00579618|0.0133952|0.028336|0.00568022|0.0467133|0.0328341,0.958081|0.979944|0.965796|0.953311|0.937082|0.918743|0.960368|0.984002|0.974298|0.978847,2.24952|2.79924|1.93477|0.666661|6.06182|3.11212|1.48491|0.860891|2.10483|3.49476,79.8117|37.015|10.4739|81.7362|37.2729|32.9383|55.4093|99.595|65.9961,0.220872|0.209294|0.181885|0.17727|0.23612|0.187505|0.206221|0.233581|0.1634,0.632569|0.347199|0.531929|0.874807|0.842644|0.586751|0.362559|0.589302|0.633541,0.942966,0.830628,0.0780173,0.18513,0.468592,0.493049,0.181369,0.500955,0.292722,0.962056,36.467,3.05286e-13,15828,0.835639,29.9897,3.58695e-10,93236,0.846094,0.951746,0.125365,0.377511,0.871594,0.548865,0.290339,0.524191,0.111499,0.840861,99.3583,1.27262e-12,49454,0.847542,54.6507,2.76391e-13,82815
20,2,n1->n2->n12->n13->n14->n4->n5->n6->n7->n8->n9->n10,6.1591e+10|3.35379e+11|8.67137e+09|7.36633e+13|1.93492e+10|5.42708e+12|1.06662e+10|5.3609e+11|1.67593e+12|4.68135e+13|5.28022e+09|1.16736e+13,8.0503e+09|8.81126e+10|1.29696e+09|1.58202e+13|3.54074e+09|1.22651e+12|5.98547e+09|1.10018e+11|1.09859e+12|1.03684e+13|3.84509e+09|1.96333e+12,1.84128e-05|5.32463e-05|4.00373e-05|0.000871891|0.000769104|0.000148245|1.12628e-05|6.64741e-05|0.000153317|0.000161948|3.26741e-05|0.000170272,0.000743676|0.001444|0.000403669|0.000241213|0.000309616|0.00473419|0.00165987|0.0013726|0.00242587|0.00132406|0.0016733|0.00318543,0.0402475|0.0389944|0.00683373|0.0323727|0.0254808|0.00116025|0.00170785|0.0309708|0.024199|0.0426673|0.0231805|0.0351579,0.0226423|0.045128|0.041733|0.049559|0.0174945|0.012017|0.00579618|0.0133952|0.028336|0.00568022|0.0467133|0.0328341,0.958081|0.979944|0.92685|0.976795|0.934321|0.953311|0.937082|0.918743|0.960368|0.984002|0.974298|0.978847,2.24952|2.79924|5.04066|1.44325|2.56491|0.666661|6.06182|3.11212|1.48491|0.860891|2.10483|3.49476,79.8117|88.6198|13.9548|56.34|52.1141|81.7362|37.2729|32.9383|55.4093|99.595|65.9961,0.220872|0.224097|0.239225|0.165465|0.213177|0.17727|0.23612|0.187505|0.206221|0.233581|0.1634,0.632569|0.243156|0.280763|0.952891|0.439653|0.874807|0.842644|0.586751|0.362559|0.589302|0.633541,0.942966,0.830628,0.0780173,0.18513,0.468592,0.493049,0.181369,0.500955,0.292722,0.962056,36.467,3.05286e-13,15828,0.835639,29.9897,3.58695e-10,93236,0.846094,0.951746,0.125365,0.377511,0.871594,0.548865,0.290339,0.524191,0.111499,0.840861,99.3583,1.27262e-12,49454,0.847542,54.6507,2.76391e-13,82815
20,3,n1->n2->n12->n13->n3->n4->n5->n6->n7->n8->n9->n10,6.1591e+10|3.35379e+11|8.67137e+09|7.36633e+13|1.47897e+13|5.42708e+12|1.06662e+10|5.3609e+11|1.67593e+12|4.68135e+13|5.28022e+09|1.16736e+13,8.0503e+09|8.81126e+10|1.29696e+09|1.58202e+13|4.99546e+12|1.22651e+12|5.98547e+09|1.10018e+11|1.09859e+12|1.03684e+13|3.84509e+09|1.96333e+12,1.84128e-05|5.32463e-05|4.00373e-05|0.000871891|0.000188954|0.000148245|1.12628e-05|6.64741e-05|0.000153317|0.000161948|3.26741e-05|0.000170272,0.000743676|0.001444|0.000403669|0.000241213|0.00223419|0.00473419|0.00165987|0.0013726|0.00242587|0.00132406|0.0016733|0.00318543,0.0402475|0.0389944|0.00683373|0.0323727|0.0199841|0.00116025|0.00170785|0.0309708|0.024199|0.0426673|0.0231805|0.0351579,0.0226423|0.045128|0.041733|0.049559|0.0243027|0.012017|0.00579618|0.0133952|0.028336|0.00568022|0.0467133|0.0328341,0.958081|0.979944|0.92685|0.976795|0.965796|0.953311|0.937082|0.918743|0.960368|0.984002|0.974298|0.978847,2.24952|2.79924|5.04066|1.44325|1.93477|0.666661|6.06182|3.11212|1.48491|0.860891|2.10483|3.49476,79.8117|88.6198|13.9548|83.9106|10.4739|81.7362|37.2729|32.9383|55.4093|99.595|65.9961,0.220872|0.224097|0.239225|0.194678|0.181885|0.17727|0.23612|0.187505|0.206221|0.233581|0.1634,0.632569|0.243156|0.280763|0.315621|0.531929|0.874807|0.842644|0.586751|0.362559|0.589302|0.633541,0.942966,0.830628,0.0780173,0.18513,0.468592,0.493049,0.181369,0.500955,0.292722,0.962056,36.467,3.05286e-13,15828,0.835639,29.9897,3.58695e-10,93236,0.846094,0.951746,0.125365,0.377511,0.871594,0.548865,0.290339,0.524191,0.111499,0.840861,99.3583,1.27262e-12,49454,0.847542,54.6507,2.76391e-13,82815
20,4,n1->n11->n12->n2->n3->n4->n5->n6->n7->n8->n9->n10,6.1591e+10|4.38268e+13|8.67137e+09|3.35379e+11|1.47897e+13|5.42708e+12|1.06662e+10|5.3609e+11|1.67593e+12|4.68135e+13|5.28022e+09|1.16736e+13,8.0503e+09|6.11715e+12|1.29696e+09|8.81126e+10|4.99546e+12|1.22651e+12|5.98547e+09|1.10018e+11|1.09859e+12|1.03684e+13|3.84509e+09|1.96333e+12,1.84128e-05|5.14538e-05|4.00373e-05|5.32463e-05|0.000188954|0.000148245|1.12628e-05|6.64741e-05|0.000153317|0.000161948|3.26741e-05|0.000170272,0.000743676|0.00368115|0.000403669|0.001444|0.00223419|0.00473419|0.00165987|0.0013726|0.00242587|0.00132406|0.0016733|0.00318543,0.0402475|0.0154028|0.00683373|0.0389944|0.0199841|0.00116025|0.00170785|0.0309708|0.024199|0.0426673|0.0231805|0.0351579,0.0226423|0.0221475|0.041733|0.045128|0.0243027|0.012017|0.00579618|0.0133952|0.028336|0.00568022|0.0467133|0.0328341,0.958081|0.973424|0.92685|0.979944|0.965796|0.953311|0.937082|0.918743|0.960368|0.984002|0.974298|0.978847,2.24952|3.38393|5.04066|2.79924|1.93477|0.666661|6.06182|3.11212|1.48491|0.860891|2.10483|3.49476,30.2686|24.4191|88.6198|37.015|10.4739|81.7362|37.2729|32.9383|55.4093|99.595|65.9961,0.233715|0.225915|0.224097|0.209294|0.181885|0.17727|0.23612|0.187505|0.206221|0.233581|0.1634,0.525727|0.735194|0.243156|0.347199|0.531929|0.874807|0.842644|0.586751|0.362559|0.589302|0.633541,0.942966,0.830628,0.0780173,0.18513,0.468592,0.493049,0.181369,0.500955,0.292722,0.962056,36.467,3.05286e-13,15828,0.835639,29.9897,3.58695e-10,93236,0.846094,0.951746,0.125365,0.377511,0.871594,0.548865,0.290339,0.524191,0.111499,0.840861,99.3583,1.27262e-12,49454,0.847542,54.6507,2.76391e-13,82815
20,5,n1->n2->n12->n13->n14->n15->n5->n6->n7->n8->n9->n10,6.1591e+10|3.35379e+11|8.67137e+09|7.36633e+13|1.93492e+10|5.31159e+10|1.06662e+10|5.3609e+11|1.67593e+12|4.68135e+13|5.28022e+09|1.16736e+13,8.0503e+09|8.81126e+10|1.29696e+09|1.58202e+13|3.54074e+09|2.11423e+10|5.98547e+09|1.10018e+11|1.09859e+12|1.03684e+13|3.84509e+09|1.96333e+12,1.84128e-05|5.32463e-05|4.00373e-05|0.000871891|0.000769104|7.09485e-05|1.12628e-05|6.64741e-05|0.000153317|0.000161948|3.26741e-05|0.000170272,0.000743676|0.001444|0.000403669|0.000241213|0.000309616|0.00076212|0.00165987|0.0013726|0.00242587|0.00132406|0.0016733|0.00318543,0.0402475|0.0389944|0.00683373|0.0323727|0.0254808|0.0252997|0.00170785|0.0309708|0.024199|0.0426673|0.0231805|0.0351579,0.0226423|0.045128|0.041733|0.049559|0.0174945|0.0178089|0.00579618|0.0133952|0.028336|0.00568022|0.0467133|0.0328341,0.958081|0.979944|0.92685|0.976795|0.934321|0.971683|0.937082|0.918743|0.960368|0.984002|0.974298|0.978847,2.24952|2.79924|5.04066|1.44325|2.56491|3.16347|6.06182|3.11212|1.48491|0.860891|2.10483|3.49476,79.8117|88.6198|13.9548|56.34|92.5451|35.0583|37.2729|32.9383|55.4093|99.595|65.9961,0.220872|0.224097|0.239225|0.165465|0.192482|0.16998|0.23612|0.187505|0.206221|0.233581|0.1634,0.632569|0.243156|0.280763|0.952891|0.235036|0.610557|0.842644|0.586751|0.362559|0.589302|0.633541,0.942966,0.830628,0.0780173,0.18513,0.468592,0.493049,0.181369,0.500955,0.292722,0.962056,36.467,3.05286e-13,15828,0.835639,29.9897,3.58695e-10,93236,0.846094,0.951746,0.125365,0.377511,0.871594,0.548865,0.290339,0.524191,0.111499,0.840861,99.3583,1.27262e-12,49454,0.847542,54.6507,2.76391e-13,82815
20,6,n1->n11->n12->n13->n3->n4->n5->n6->n7->n8->n9->n10,6.1591e+10|4.38268e+13|8.67137e+09|7.36633e+13|1.47897e+13|5.42708e+12|1.06662e+10|5.3609e+11|1.67593e+12|4.68135e+13|5.28022e+09|1.16736e+13,8.0503e+09|6.11715e+12|1.29696e+09|1.58202e+13|4.99546e+12|1.22651e+12|5.98547e+09|1.10018e+11|1.09859e+12|1.03684e+13|3.84509e+09|1.96333e+12,1.84128e-05|5.14538e-05|4.00373e-05|0.000871891|0.000188954|0.000148245|1.12628e-05|6.64741e-05|0.000153317|0.000161948|3.26741e-05|0.000170272,0.000743676|0.00368115|0.000403669|0.000241213|0.00223419|0.00473419|0.00165987|0.0013726|0.00242587|0.00132406|0.0016733|0.00318543,0.0402475|0.0154028|0.00683373|0.0323727|0.0199841|0.00116025|0.00170785|0.0309708|0.024199|0.0426673|0.0231805|0.0351579,0.0226423|0.0221475|0.041733|0.049559|0.0243027|0.012017|0.00579618|0.0133952|0.028336|0.00568022|0.0467133|0.0328341,0.958081|0.973424|0.92685|0.976795|0.965796|0.953311|0.937082|0.918743|0.960368|0.984002|0.974298|0.978847,2.24952|3.38393|5.04066|1.44325|1.93477|0.666661|6.06182|3.11212|1.48491|0.860891|2.10483|3.49476,30.2686|24.4191|13.9548|83.9106|10.4739|81.7362|37.2729|32.9383|55.4093|99.595|65.9961,0.233715|0.225915|0.239225|0.194678|0.181885|0.17727|0.23612|0.187505|0.206221|0.233581|0.1634,0.525727|0.735194|0.280763|0.315621|0.531929|0.874807|0.842644|0.586751|0.362559|0.589302|0.633541,0.942966,0.830628,0.0780173,0.18513,0.468592,0.493049,0.181369,0.500955,0.292722,0.962056,36.467,3.05286e-13,15828,0.835639,29.9897,3.58695e-10,93236,0.846094,0.951746,0.125365,0.377511,0.871594,0.548865,0.290339,0.524191,0.111499,0.840861,99.3583,1.27262e-12,49454,0.847542,54.6507,2.76391e-13,82815
20,7,n1->n2->n3->n4->n14->n15->n16->n6->n7->n8->n9->n10,6.1591e+10|3.35379e+11|1.47897e+13|5.42708e+12|1.93492e+10|5.31159e+10|3.51605e+11|5.3609e+11|1.67593e+12|4.68135e+13|5.28022e+09|1.16736e+13,8.0503e+09|8.81126e+10|4.99546e+12|1.22651e+12|3.54074e+09|2.11423e+10|5.70034e+10|1.10018e+11|1.09859e+12|1.03684e+13|3.84509e+09|1.96333e+12,1.84128e-05|5.32463e-05|0.000188954|0.000148245|0.000769104|7.09485e-05|1.15259e-05|6.64741e-05|0.000153317|0.000161948|3.26741e-05|0.000170272,0.000743676|0.001444|0.00223419|0.00473419|0.000309616|0.00076212|0.0041548|0.0013726|0.00242587|0.00132406|0.0016733|0.00318543,0.0402475|0.0389944|0.0199841|0.00116025|0.0254808|0.0252997|0.0427741|0.0309708|0.024199|0.0426673|0.0231805|0.0351579,0.0226423|0.045128|0.0243027|0.012017|0.0174945|0.0178089|0.0120623|0.0133952|0.028336|0.00568022|0.0467133|0.0328341,0.958081|0.979944|0.965796|0.953311|0.934321|0.971683|0.934203|0.918743|0.960368|0.984002|0.974298|0.978847,2.24952|2.79924|1.93477|0.666661|2.56491|3.16347|2.24949|3.11212|1.48491|0.860891|2.10483|3.49476,79.8117|37.015|10.4739|52.1141|92.5451|56.2706|50.0569|32.9383|55.4093|99.595|65.9961,0.220872|0.209294|0.181885|0.213177|0.192482|0.207608|0.22462|0.187505|0.206221|0.233581|0.1634,0.632569|0.347199|0.531929|0.439653|0.235036|0.153352|0.107657|0.586751|0.362559|0.589302|0.633541,0.942966,0.830628,0.0780173,0.18513,0.468592,0.493049,0.181369,0.500955,0.292722,0.962056,36.467,3.05286e-13,15828,0.835639,29.9897,3.58695e-10,93236,0.846094,0.951746,0.125365,0.377511,0.871594,0.548865,0.290339,0.524191,0.111499,0.840861,99.3583,1.27262e-12,49454,0.847542,54.6507,2.76391e-13,82815
20,8,n1->n11->n12->n13->n14->n15->n5->n6->n7->n8->n9->n10,6.1591e+10|4.38268e+13|8.67137e+09|7.36633e+13|1.93492e+10|5.31159e+10|1.06662e+10|5.3609e+11|1.67593e+12|4.68135e+13|5.28022e+09|1.16736e+13,8.0503e+09|6.11715e+12|1.29696e+09|1.58202e+13|3.54074e+09|2.11423e+10|5.98547e+09|1.10018e+11|1.09859e+12|1.03684e+13|3.84509e+09|1.96333e+12,1.84128e-05|5.14538e-05|4.00373e-05|0.000871891|0.000769104|7.09485e-05|1.12628e-05|6.64741e-05|0.000153317|0.000161948|3.26741e-05|0.000170272,0.000743676|0.00368115|0.000403669|0.000241213|0.000309616|0.00076212|0.00165987|0.0013726|0.00242587|0.00132406|0.0016733|0.00318543,0.0402475|0.0154028|0.00683373|0.0323727|0.0254808|0.0252997|0.00170785|0.0309708|0.024199|0.0426673|0.0231805|0.0351579,0.0226423|0.0221475|0.041733|0.049559|0.0174945|0.0178089|0.00579618|0.0133952|0.028336|0.00568022|0.0467133|0.0328341,0.958081|0.973424|0.92685|0.976795|0.934321|0.971683|0.937082|0.918743|0.960368|0.984002|0.974298|0.978847,2.24952|3.38393|5.04066|1.44325|2.56491|3.16347|6.06182|3.11212|1.48491|0.860891|2.10483|3.49476,30.2686|24.4191|13.9548|56.34|92.5451|35.0583|37.2729|32.9383|55.4093|99.595|65.9961,0.233715|0.225915|0.239225|0.165465|0.192482|0.16998|0.23612|0.187505|0.206221|0.233581|0.1634,0.525727|0.735194|0.280763|0.952891|0.235036|0.610557|0.842644|0.586751|0.362559|0.589302|0.633541,0.942966,0.830628,0.0780173,0.18513,0.468592,0.493049,0.181369,0.500955,0.292722,0.962056,36.467,3.05286e-13,15828,0.835639,29.9897,3.58695e-10,93236,0.846094,0.951746,0.125365,0.377511,0.871594,0.548865,0.290339,0.524191,0.111499,0.840861,99.3583,1.27262e-12,49454,0.847542,54.6507,2.76391e-13,82815
20,9,n1->n2->n3->n4->n5->n15->n16->n6->n7->n8->n9->n10,6.1591e+10|3.35379e+11|1.47897e+13|5.42708e+12|1.06662e+10|5.31159e+10|3.51605e+11|5.3609e+11|1.67593e+12|4.68135e+13|5.28022e+09|1.16736e+13,8.0503e+09|8.81126e+10|4.99546e+12|1.22651e+12|5.98547e+09|2.11423e+10|5.70034e+10|1.10018e+11|1.09859e+12|1.03684e+13|3.84509e+09|1.96333e+12,1.84128e-05|5.32463e-05|0.000188954|0.000148245|1.12628e-05|7.09485e-05|1.15259e-05|6.64741e-05|0.000153317|0.000161948|3.26741e-05|0.000170272,0.000743676|0.001444|0.00223419|0.00473419|0.00165987|0.00076212|0.0041548|0.0013726|0.00242587|0.00132406|0.0016733|0.00318543,0.0402475|0.0389944|0.0199841|0.00116025|0.00170785|0.0252997|0.0427741|0.0309708|0.024199|0.0426673|0.0231805|0.0351579,0.0226423|0.045128|0.0243027|0.012017|0.00579618|0.0178089|0.0120623|0.0133952|0.028336|0.00568022|0.0467133|0.0328341,0.958081|0.979944|0.965796|0.953311|0.937082|0.971683|0.934203|0.918743|0.960368|0.984002|0.974298|0.978847,2.24952|2.79924|1.93477|0.666661|6.06182|3.16347|2.24949|3.11212|1.48491|0.860891|2.10483|3.49476,79.8117|37.015|10.4739|81.7362|35.0583|56.2706|50.0569|32.9383|55.4093|99.595|65.9961,0.220872|0.209294|0.181885|0.17727|0.16998|0.207608|0.22462|0.187505|0.206221|0.233581|0.1634,0.632569|0.347199|0.531929|0.874807|0.610557|0.153352|0.107657|0.586751|0.362559|0.589302|0.633541,0.942966,0.830628,0.0780173,0.18513,0.468592,0.493049,0.181369,0.500955,0.292722,0.962056,36.467,3.05286e-13,15828,0.835639,29.9897,3.58695e-10,93236,0.846094,0.951746,0.125365,0.377511,0.871594,0.548865,0.290339,0.524191,0.111499,0.840861,99.3583,1.27262e-12,49454,0.847542,54.6507,2.76391e-13,82815
20,10,n1->n2->n3->n13->n14->n4->n5->n6->n7->n8->n9->n10,6.1591e+10|3.35379e+11|1.47897e+13|7.36633e+13|1.93492e+10|5.42708e+12|1.06662e+10|5.3609e+11|1.67593e+12|4.68135e+13|5.28022e+09|1.16736e+13,8.0503e+09|8.81126e+10|4.99546e+12|1.58202e+13|3.54074e+09|1.22651e+12|5.98547e+09|1.10018e+11|1.09859e+12|1.03684e+13|3.84509e+09|1.96333e+12,1.84128e-05|5.32463e-05|0.000188954|0.000871891|0.000769104|0.000148245|1.12628e-05|6.64741e-05|0.000153317|0.000161948|3.26741e-05|0.000170272,0.000743676|0.001444|0.00223419|0.000241213|0.000309616|0.00473419|0.00165987|0.0013726|0.00242587|0.00132406|0.0016733|0.00318543,0.0402475|0.0389944|0.0199841|0.0323727|0.0254808|0.00116025|0.00170785|0.0309708|0.024199|0.0426673|0.0231805|0.0351579,0.0226423|0.045128|0.0243027|0.049559|0.0174945|0.012017|0.00579618|0.0133952|0.028336|0.00568022|0.0467133|0.0328341,0.958081|0.979944|0.965796|0.976795|0.934321|0.953311|0.937082|0.918743|0.960368|0.984002|0.974298|0.978847,2.24952|2.79924|1.93477|1.44325|2.56491|0.666661|6.06182|3.11212|1.48491|0.860891|2.10483|3.49476,79.8117|37.015|83.9106|56.34|52.1141|81.7362|37.2729|32.9383|55.4093|99.595|65.9961,0.220872|0.209294|0.194678|0.165465|0.213177|0.17727|0.23612|0.187505|0.206221|0.233581|0.1634,0.632569|0.347199|0.315621|0.952891|0.439653|0.874807|0.842644|0.586751|0.362559|0.589302|0.633541,0.942966,0.830628,0.0780173,0.18513,0.468592,0.493049,0.181369,0.500955,0.292722,0.962056,36.467,3.05286e-13,15828,0.835639,29.9897,3.58695e-10,93236,0.846094,0.951746,0.125365,0.377511,0.871594,0.548865,0.290339,0.524191,0.111499,0.840861,99.3583,1.27262e-12,49454,0.847542,54.6507,2.76391e-13,82815
20,11,n1->n2->n3->n13->n14->n15->n16->n6->n7->n8->n9->n10,6.1591e+10|3.35379e+11|1.47897e+13|7.36633e+13|1.93492e+10|5.31159e+10|3.51605e+11|5.3609e+11|1.67593e+12|4.68135e+13|5.28022e+09|1.16736e+13,8.0503e+09|8.81126e+10|4.99546e+12|1.58202e+13|3.54074e+09|2.11423e+10|5.70034e+10|1.10018e+11|1.09859e+12|1.03684e+13|3.84509e+09|1.96333e+12,1.84128e-05|5.32463e-05|0.000188954|0.000871891|0.000769104|7.09485e-05|1.15259e-05|6.64741e-05|0.000153317|0.000161948|3.26741e-05|0.000170272,0.000743676|0.001444|0.00223419|0.000241213|0.000309616|0.00076212|0.0041548|0.0013726|0.00242587|0.00132406|0.0016733|0.00318543,0.0402475|0.0389944|0.0199841|0.0323727|0.0254808|0.0252997|0.0427741|0.0309708|0.024199|0.0426673|0.0231805|0.0351579,0.0226423|0.045128|0.0243027|0.049559|0.0174945|0.0178089|0.0120623|0.0133952|0.028336|0.00568022|0.0467133|0.0328341,0.958081|0.979944|0.965796|0.976795|0.934321|0.971683|0.934203|0.918743|0.960368|0.984002|0.974298|0.978847,2.24952|2.79924|1.93477|1.44325|2.56491|3.16347|2.24949|3.11212|1.48491|0.860891|2.10483|3.49476,79.8117|37.015|83.9106|56.34|92.5451|56.2706|50.0569|32.9383|55.4093|99.595|65.9961,0.220872|0.209294|0.194678|0.165465|0.192482|0.207608|0.22462|0.187505|0.206221|0.233581|0.1634,0.632569|0.347199|0.315621|0.952891|0.235036|0.153352|0.107657|0.586751|0.362559|0.589302|0.633541,0.942966,0.830628,0.0780173,0.18513,0.468592,0.493049,0.181369,0.500955,0.292722,0.962056,36.467,3.05286e-13,15828,0.835639,29.9897,3.58695e-10,93236,0.846094,0.951746,0.125365,0.377511,0.871594,0.548865,0.290339,0.524191,0.111499,0.840861,99.3583,1.27262e-12,49454,0.847542,54.6507,2.76391e-13,82815
