DatasetID,PathID,PathString,node_t1,node_t2,node_p_depol_1q,node_p_depol_2q,node_coh1_angle,node_coh2_zz_angle,node_src_visibility,node_src_phase,edge_length,edge_attenuation,edge_insertion_loss_db,d1_coupling_1,d1_coupling_2,d1_mzi_phase_error,d1_mzi_loss_short,d1_mzi_loss_long,d1_bs1_reflectivity,d1_bs1_loss,d1_bs2_reflectivity,d1_bs2_loss,d1_snspd1_efficiency,d1_snspd1_jitter,d1_snspd1_dark,d1_snspd1_dead,d1_snspd2_efficiency,d1_snspd2_jitter,d1_snspd2_dark,d1_snspd2_dead,d2_coupling_1,d2_coupling_2,d2_mzi_phase_error,d2_mzi_loss_short,d2_mzi_loss_long,d2_bs1_reflectivity,d2_bs1_loss,d2_bs2_reflectivity,d2_bs2_loss,d2_snspd1_efficiency,d2_snspd1_jitter,d2_snspd1_dark,d2_snspd1_dead,d2_snspd2_efficiency,d2_snspd2_jitter,d2_snspd2_dark,d2_snspd2_dead
29,1,n1->n2->n3->n4->n5->n6->n7->n8->n9->n10,1.73877e+13|3.74675e+09|6.12589e+13|2.35738e+13|2.46168e+10|8.03508e+13|7.84684e+11|3.8274e+13|1.73027e+13|1.49954e+11,8.99945e+12|1.43478e+09|1.7177e+13|3.2197e+12|2.89739e+09|7.44399e+13|5.94668e+11|2.6409e+13|1.81377e+12|4.44281e+10,3.63487e-05|7.15793e-05|1.0464e-05|9.92319e-05|7.66592e-05|1.17786e-05|0.000455515|0.000204748|6.09587e-05|0.000569931,0.000301357|0.00368758|0.00161173|0.000321917|0.00147633|0.000423244|0.00780978|0.000198796|0.00029953|0.000974668,0.0362609|0.0209238|0.00725886|0.0130515|0.036979|0.0382771|0.0233964|0.00910406|0.00135501|0.0319502,0.0112257|0.0315298|0.0233984|0.0321652|0.0378036|0.0239255|0.0399137|0.0339326|0.0108287|0.0323742,0.986221|0.905604|0.903083|0.971086|0.982044|0.900441|0.90957|0.930929|0.917504|0.949103,5.23274|4.46118|2.78227|5.48701|0.195811|2.22875|3.25757|2.06998|3.16971|1.91495,79.8117|37.015|10.4739|81.7362|37.2729|32.9383|55.4093|99.595|65.9961,0.215338|0.181554|0.166147|0.165265|0.163753|0.24633|0.217181|0.171491|0.208172,0.223011|0.287794|0.482351|0.508203|0.366046|0.99452|0.250448|0.617659|0.925716,0.850504,0.9603,0.0287021,0.024861,0.961121,0.526135,0.146707,0.534321,0.0227464,0.933143,96.0693,1.88089e-10,48851,0.862336,90.3174,1.46564e-12,94370,0.86397,0.825003,0.0353835,0.519483,0.131106,0.487996,0.271757,0.459389,0.184363,0.872678,68.2709,9.08725e-12,88903,0.87245,55.7586,3.31549e-13,54128
29,2,n1->n2->n12->n13->n14->n4->n5->n6->n7->n8->n9->n10,1.73877e+13|3.74675e+09|7.93858e+12|3.87517e+10|4.48173e+10|2.35738e+13|2.46168e+10|8.03508e+13|7.84684e+11|3.8274e+13|1.73027e+13|1.49954e+11,8.99945e+12|1.43478e+09|1.69714e+12|6.39363e+09|1.96442e+10|3.2197e+12|2.89739e+09|7.44399e+13|5.94668e+11|2.6409e+13|1.81377e+12|4.44281e+10,3.63487e-05|7.15793e-05|0.000740802|1.28466e-05|6.4613e-05|9.92319e-05|7.66592e-05|1.17786e-05|0.000455515|0.000204748|6.09587e-05|0.000569931,0.000301357|0.00368758|0.0049341|0.00090555|0.0091424|0.000321917|0.00147633|0.000423244|0.00780978|0.000198796|0.00029953|0.000974668,0.0362609|0.0209238|0.00691738|0.0377427|0.0414225|0.0130515|0.036979|0.0382771|0.0233964|0.00910406|0.00135501|0.0319502,0.0112257|0.0315298|0.015862|0.0329999|0.0350185|0.0321652|0.0378036|0.0239255|0.0399137|0.0339326|0.0108287|0.0323742,0.986221|0.905604|0.986034|0.902624|0.948988|0.971086|0.982044|0.900441|0.90957|0.930929|0.917504|0.949103,5.23274|4.46118|1.74906|3.28851|3.71407|5.48701|0.195811|2.22875|3.25757|2.06998|3.16971|1.91495,79.8117|88.6198|13.9548|56.34|52.1141|81.7362|37.2729|32.9383|55.4093|99.595|65.9961,0.215338|0.227455|0.177636|0.183087|0.192361|0.165265|0.163753|0.24633|0.217181|0.171491|0.208172,0.223011|0.390388|0.830845|0.459367|0.504041|0.508203|0.366046|0.99452|0.250448|0.617659|0.925716,0.850504,0.9603,0.0287021,0.024861,0.961121,0.526135,0.146707,0.534321,0.0227464,0.933143,96.0693,1.88089e-10,48851,0.862336,90.3174,1.46564e-12,94370,0.86397,0.825003,0.0353835,0.519483,0.131106,0.487996,0.271757,0.459389,0.184363,0.872678,68.2709,9.08725e-12,88903,0.87245,55.7586,3.31549e-13,54128
29,3,n1->n2->n12->n13->n3->n4->n5->n6->n7->n8->n9->n10,1.73877e+13|3.74675e+09|7.93858e+12|3.87517e+10|6.12589e+13|2.35738e+13|2.46168e+10|8.03508e+13|7.84684e+11|3.8274e+13|1.73027e+13|1.49954e+11,8.99945e+12|1.43478e+09|1.69714e+12|6.39363e+09|1.7177e+13|3.2197e+12|2.89739e+09|7.44399e+13|5.94668e+11|2.6409e+13|1.81377e+12|4.44281e+10,3.63487e-05|7.15793e-05|0.000740802|1.28466e-05|1.0464e-05|9.92319e-05|7.66592e-05|1.17786e-05|0.000455515|0.000204748|6.09587e-05|0.000569931,0.000301357|0.00368758|0.0049341|0.00090555|0.00161173|0.000321917|0.00147633|0.000423244|0.00780978|0.000198796|0.00029953|0.000974668,0.0362609|0.0209238|0.00691738|0.0377427|0.00725886|0.0130515|0.036979|0.0382771|0.0233964|0.00910406|0.00135501|0.0319502,0.0112257|0.0315298|0.015862|0.0329999|0.0233984|0.0321652|0.0378036|0.0239255|0.0399137|0.0339326|0.0108287|0.0323742,0.986221|0.905604|0.986034|0.902624|0.903083|0.971086|0.982044|0.900441|0.90957|0.930929|0.917504|0.949103,5.23274|4.46118|1.74906|3.28851|2.78227|5.48701|0.195811|2.22875|3.25757|2.06998|3.16971|1.91495,79.8117|88.6198|13.9548|83.9106|10.4739|81.7362|37.2729|32.9383|55.4093|99.595|65.9961,0.215338|0.227455|0.177636|0.211226|0.166147|0.165265|0.163753|0.24633|0.217181|0.171491|0.208172,0.223011|0.390388|0.830845|0.64134|0.482351|0.508203|0.366046|0.99452|0.250448|0.617659|0.925716,0.850504,0.9603,0.0287021,0.024861,0.961121,0.526135,0.146707,0.534321,0.0227464,0.933143,96.0693,1.88089e-10,48851,0.862336,90.3174,1.46564e-12,94370,0.86397,0.825003,0.0353835,0.519483,0.131106,0.487996,0.271757,0.459389,0.184363,0.872678,68.2709,9.08725e-12,88903,0.87245,55.7586,3.31549e-13,54128
29,4,n1->n11->n12->n2->n3->n4->n5->n6->n7->n8->n9->n10,1.73877e+13|3.27939e+13|7.93858e+12|3.74675e+09|6.12589e+13|2.35738e+13|2.46168e+10|8.03508e+13|7.84684e+11|3.8274e+13|1.73027e+13|1.49954e+11,8.99945e+12|8.99432e+12|1.69714e+12|1.43478e+09|1.7177e+13|3.2197e+12|2.89739e+09|7.44399e+13|5.94668e+11|2.6409e+13|1.81377e+12|4.44281e+10,3.63487e-05|0.000138757|0.000740802|7.15793e-05|1.0464e-05|9.92319e-05|7.66592e-05|1.17786e-05|0.000455515|0.000204748|6.09587e-05|0.000569931,0.000301357|0.00131307|0.0049341|0.00368758|0.00161173|0.000321917|0.00147633|0.000423244|0.00780978|0.000198796|0.00029953|0.000974668,0.0362609|0.0413819|0.00691738|0.0209238|0.00725886|0.0130515|0.036979|0.0382771|0.0233964|0.00910406|0.00135501|0.0319502,0.0112257|0.026731|0.015862|0.0315298|0.0233984|0.0321652|0.0378036|0.0239255|0.0399137|0.0339326|0.0108287|0.0323742,0.986221|0.943406|0.986034|0.905604|0.903083|0.971086|0.982044|0.900441|0.90957|0.930929|0.917504|0.949103,5.23274|2.89065|1.74906|4.46118|2.78227|5.48701|0.195811|2.22875|3.25757|2.06998|3.16971|1.91495,30.2686|24.4191|88.6198|37.015|10.4739|81.7362|37.2729|32.9383|55.4093|99.595|65.9961,0.171157|0.211953|0.227455|0.181554|0.166147|0.165265|0.163753|0.24633|0.217181|0.171491|0.208172,0.718481|0.553192|0.390388|0.287794|0.482351|0.508203|0.366046|0.99452|0.250448|0.617659|0.925716,0.850504,0.9603,0.0287021,0.024861,0.961121,0.526135,0.146707,0.534321,0.0227464,0.933143,96.0693,1.88089e-10,48851,0.862336,90.3174,1.46564e-12,94370,0.86397,0.825003,0.0353835,0.519483,0.131106,0.487996,0.271757,0.459389,0.184363,0.872678,68.2709,9.08725e-12,88903,0.87245,55.7586,3.31549e-13,54128
29,5,n1->n2->n12->n13->n14->n15->n5->n6->n7->n8->n9->n10,1.73877e+13|3.74675e+09|7.93858e+12|3.87517e+10|4.48173e+10|1.62434e+11|2.46168e+10|8.03508e+13|7.84684e+11|3.8274e+13|1.73027e+13|1.49954e+11,8.99945e+12|1.43478e+09|1.69714e+12|6.39363e+09|1.96442e+10|1.01236e+11|2.89739e+09|7.44399e+13|5.94668e+11|2.6409e+13|1.81377e+12|4.44281e+10,3.63487e-05|7.15793e-05|0.000740802|1.28466e-05|6.4613e-05|0.000655342|7.66592e-05|1.17786e-05|0.000455515|0.000204748|6.09587e-05|0.000569931,0.000301357|0.00368758|0.0049341|0.00090555|0.0091424|0.00995842|0.00147633|0.000423244|0.00780978|0.000198796|0.00029953|0.000974668,0.0362609|0.0209238|0.00691738|0.0377427|0.0414225|0.0299415|0.036979|0.0382771|0.0233964|0.00910406|0.00135501|0.0319502,0.0112257|0.0315298|0.015862|0.0329999|0.0350185|0.0340943|0.0378036|0.0239255|0.0399137|0.0339326|0.0108287|0.0323742,0.986221|0.905604|0.986034|0.902624|0.948988|0.937987|0.982044|0.900441|0.90957|0.930929|0.917504|0.949103,5.23274|4.46118|1.74906|3.28851|3.71407|0.0532387|0.195811|2.22875|3.25757|2.06998|3.16971|1.91495,79.8117|88.6198|13.9548|56.34|92.5451|35.0583|37.2729|32.9383|55.4093|99.595|65.9961,0.215338|0.227455|0.177636|0.183087|0.215287|0.217911|0.163753|0.24633|0.217181|0.171491|0.208172,0.223011|0.390388|0.830845|0.459367|0.129911|0.213325|0.366046|0.99452|0.250448|0.617659|0.925716,0.850504,0.9603,0.0287021,0.024861,0.961121,0.526135,0.146707,0.534321,0.0227464,0.933143,96.0693,1.88089e-10,48851,0.862336,90.3174,1.46564e-12,94370,0.86397,0.825003,0.0353835,0.519483,0.131106,0.487996,0.271757,0.459389,0.184363,0.872678,68.2709,9.08725e-12,88903,0.87245,55.7586,3.31549e-13,54128
29,6,n1->n11->n12->n13->n3->n4->n5->n6->n7->n8->n9->n10,1.73877e+13|3.27939e+13|7.93858e+12|3.87517e+10|6.12589e+13|2.35738e+13|2.46168e+10|8.03508e+13|7.84684e+11|3.8274e+13|1.73027e+13|1.49954e+11,8.99945e+12|8.99432e+12|1.69714e+12|6.39363e+09|1.7177e+13|3.2197e+12|2.89739e+09|7.44399e+13|5.94668e+11|2.6409e+13|1.81377e+12|4.44281e+10,3.63487e-05|0.000138757|0.000740802|1.28466e-05|1.0464e-05|9.92319e-05|7.66592e-05|1.17786e-05|0.000455515|0.000204748|6.09587e-05|0.000569931,0.000301357|0.00131307|0.0049341|0.00090555|0.00161173|0.000321917|0.00147633|0.000423244|0.00780978|0.000198796|0.00029953|0.000974668,0.0362609|0.0413819|0.00691738|0.0377427|0.00725886|0.0130515|0.036979|0.0382771|0.0233964|0.00910406|0.00135501|0.0319502,0.0112257|0.026731|0.015862|0.0329999|0.0233984|0.0321652|0.0378036|0.0239255|0.0399137|0.0339326|0.0108287|0.0323742,0.986221|0.943406|0.986034|0.902624|0.903083|0.971086|0.982044|0.900441|0.90957|0.930929|0.917504|0.949103,5.23274|2.89065|1.74906|3.28851|2.78227|5.48701|0.195811|2.22875|3.25757|2.06998|3.16971|1.91495,30.2686|24.4191|13.9548|83.9106|10.4739|81.7362|37.2729|32.9383|55.4093|99.595|65.9961,0.171157|0.211953|0.177636|0.211226|0.166147|0.165265|0.163753|0.24633|0.217181|0.171491|0.208172,0.718481|0.553192|0.830845|0.64134|0.482351|0.508203|0.366046|0.99452|0.250448|0.617659|0.925716,0.850504,0.9603,0.0287021,0.024861,0.961121,0.526135,0.146707,0.534321,0.0227464,0.933143,96.0693,1.88089e-10,48851,0.862336,90.3174,1.46564e-12,94370,0.86397,0.825003,0.0353835,0.519483,0.131106,0.487996,0.271757,0.459389,0.184363,0.872678,68.2709,9.08725e-12,88903,0.87245,55.7586,3.31549e-13,54128
29,7,n1->n2->n3->n4->n14->n15->n16->n6->n7->n8->n9->n10,1.73877e+13|3.74675e+09|6.12589e+13|2.35738e+13|4.48173e+10|1.62434e+11|3.28234e+12|8.03508e+13|7.84684e+11|3.8274e+13|1.73027e+13|1.49954e+11,8.99945e+12|1.43478e+09|1.7177e+13|3.2197e+12|1.96442e+10|1.01236e+11|2.81981e+12|7.44399e+13|5.94668e+11|2.6409e+13|1.81377e+12|4.44281e+10,3.63487e-05|7.15793e-05|1.0464e-05|9.92319e-05|6.4613e-05|0.000655342|0.000523901|1.17786e-05|0.000455515|0.000204748|6.09587e-05|0.000569931,0.000301357|0.00368758|0.00161173|0.000321917|0.0091424|0.00995842|0.00571797|0.000423244|0.00780978|0.000198796|0.00029953|0.000974668,0.0362609|0.0209238|0.00725886|0.0130515|0.0414225|0.0299415|0.0201063|0.0382771|0.0233964|0.00910406|0.00135501|0.0319502,0.0112257|0.0315298|0.0233984|0.0321652|0.0350185|0.0340943|0.0356776|0.0239255|0.0399137|0.0339326|0.0108287|0.0323742,0.986221|0.905604|0.903083|0.971086|0.948988|0.937987|0.960651|0.900441|0.90957|0.930929|0.917504|0.949103,5.23274|4.46118|2.78227|5.48701|3.71407|0.0532387|3.39879|2.22875|3.25757|2.06998|3.16971|1.91495,79.8117|37.015|10.4739|52.1141|92.5451|56.2706|50.0569|32.9383|55.4093|99.595|65.9961,0.215338|0.181554|0.166147|0.192361|0.215287|0.235449|0.19244|0.24633|0.217181|0.171491|0.208172,0.223011|0.287794|0.482351|0.504041|0.129911|0.540677|0.71286|0.99452|0.250448|0.617659|0.925716,0.850504,0.9603,0.0287021,0.024861,0.961121,0.526135,0.146707,0.534321,0.0227464,0.933143,96.0693,1.88089e-10,48851,0.862336,90.3174,1.46564e-12,94370,0.86397,0.825003,0.0353835,0.519483,0.131106,0.487996,0.271757,0.459389,0.184363,0.872678,68.2709,9.08725e-12,88903,0.87245,55.7586,3.31549e-13,54128
29,8,n1->n11->n12->n13->n14->n15->n5->n6->n7->n8->n9->n10,1.73877e+13|3.27939e+13|7.93858e+12|3.87517e+10|4.48173e+10|1.62434e+11|2.46168e+10|8.03508e+13|7.84684e+11|3.8274e+13|1.73027e+13|1.49954e+11,8.99945e+12|8.99432e+12|1.69714e+12|6.39363e+09|1.96442e+10|1.01236e+11|2.89739e+09|7.44399e+13|5.94668e+11|2.6409e+13|1.81377e+12|4.44281e+10,3.63487e-05|0.000138757|0.000740802|1.28466e-05|6.4613e-05|0.000655342|7.66592e-05|1.17786e-05|0.000455515|0.000204748|6.09587e-05|0.000569931,0.000301357|0.00131307|0.0049341|0.00090555|0.0091424|0.00995842|0.00147633|0.000423244|0.00780978|0.000198796|0.00029953|0.000974668,0.0362609|0.0413819|0.00691738|0.0377427|0.0414225|0.0299415|0.036979|0.0382771|0.0233964|0.00910406|0.00135501|0.0319502,0.0112257|0.026731|0.015862|0.0329999|0.0350185|0.0340943|0.0378036|0.0239255|0.0399137|0.0339326|0.0108287|0.0323742,0.986221|0.943406|0.986034|0.902624|0.948988|0.937987|0.982044|0.900441|0.90957|0.930929|0.917504|0.949103,5.23274|2.89065|1.74906|3.28851|3.71407|0.0532387|0.195811|2.22875|3.25757|2.06998|3.16971|1.91495,30.2686|24.4191|13.9548|56.34|92.5451|35.0583|37.2729|32.9383|55.4093|99.595|65.9961,0.171157|0.211953|0.177636|0.183087|0.215287|0.217911|0.163753|0.24633|0.217181|0.171491|0.208172,0.718481|0.553192|0.830845|0.459367|0.129911|0.213325|0.366046|0.99452|0.250448|0.617659|0.925716,0.850504,0.9603,0.0287021,0.024861,0.961121,0.526135,0.146707,0.534321,0.0227464,0.933143,96.0693,1.88089e-10,48851,0.862336,90.3174,1.46564e-12,94370,0.86397,0.825003,0.0353835,0.519483,0.131106,0.487996,0.271757,0.459389,0.184363,0.872678,68.2709,9.08725e-12,88903,0.87245,55.7586,3.31549e-13,54128
29,9,n1->n2->n3->n4->n5->n15->n16->n6->n7->n8->n9->n10,1.73877e+13|3.74675e+09|6.12589e+13|2.35738e+13|2.46168e+10|1.62434e+11|3.28234e+12|8.03508e+13|7.84684e+11|3.8274e+13|1.73027e+13|1.49954e+11,8.99945e+12|1.43478e+09|1.7177e+13|3.2197e+12|2.89739e+09|1.01236e+11|2.81981e+12|7.44399e+13|5.94668e+11|2.6409e+13|1.81377e+12|4.44281e+10,3.63487e-05|7.15793e-05|1.0464e-05|9.92319e-05|7.66592e-05|0.000655342|0.000523901|1.17786e-05|0.000455515|0.000204748|6.09587e-05|0.000569931,0.000301357|0.00368758|0.00161173|0.000321917|0.00147633|0.00995842|0.00571797|0.000423244|0.00780978|0.000198796|0.00029953|0.000974668,0.0362609|0.0209238|0.00725886|0.0130515|0.036979|0.0299415|0.0201063|0.0382771|0.0233964|0.00910406|0.00135501|0.0319502,0.0112257|0.0315298|0.0233984|0.0321652|0.0378036|0.0340943|0.0356776|0.0239255|0.0399137|0.0339326|0.0108287|0.0323742,0.986221|0.905604|0.903083|0.971086|0.982044|0.937987|0.960651|0.900441|0.90957|0.930929|0.917504|0.949103,5.23274|4.46118|2.78227|5.48701|0.195811|0.0532387|3.39879|2.22875|3.25757|2.06998|3.16971|1.91495,79.8117|37.015|10.4739|81.7362|35.0583|56.2706|50.0569|32.9383|55.4093|99.595|65.9961,0.215338|0.181554|0.166147|0.165265|0.217911|0.235449|0.19244|0.24633|0.217181|0.171491|0.208172,0.223011|0.287794|0.482351|0.508203|0.213325|0.540677|0.71286|0.99452|0.250448|0.617659|0.925716,0.850504,0.9603,0.0287021,0.024861,0.961121,0.526135,0.146707,0.534321,0.0227464,0.933143,96.0693,1.88089e-10,48851,0.862336,90.3174,1.46564e-12,94370,0.86397,0.825003,0.0353835,0.519483,0.131106,0.487996,0.271757,0.459389,0.184363,0.872678,68.2709,9.08725e-12,88903,0.87245,55.7586,3.31549e-13,54128
29,10,n1->n2->n3->n13->n14->n4->n5->n6->n7->n8->n9->n10,1.73877e+13|3.74675e+09|6.12589e+13|3.87517e+10|4.48173e+10|2.35738e+13|2.46168e+10|8.03508e+13|7.84684e+11|3.8274e+13|1.73027e+13|1.49954e+11,8.99945e+12|1.43478e+09|1.7177e+13|6.39363e+09|1.96442e+10|3.2197e+12|2.89739e+09|7.44399e+13|5.94668e+11|2.6409e+13|1.81377e+12|4.44281e+10,3.63487e-05|7.15793e-05|1.0464e-05|1.28466e-05|6.4613e-05|9.92319e-05|7.66592e-05|1.17786e-05|0.000455515|0.000204748|6.09587e-05|0.000569931,0.000301357|0.00368758|0.00161173|0.00090555|0.0091424|0.000321917|0.00147633|0.000423244|0.00780978|0.000198796|0.00029953|0.000974668,0.0362609|0.0209238|0.00725886|0.0377427|0.0414225|0.0130515|0.036979|0.0382771|0.0233964|0.00910406|0.00135501|0.0319502,0.0112257|0.0315298|0.0233984|0.0329999|0.0350185|0.0321652|0.0378036|0.0239255|0.0399137|0.0339326|0.0108287|0.0323742,0.986221|0.905604|0.903083|0.902624|0.948988|0.971086|0.982044|0.900441|0.90957|0.930929|0.917504|0.949103,5.23274|4.46118|2.78227|3.28851|3.71407|5.48701|0.195811|2.22875|3.25757|2.06998|3.16971|1.91495,79.8117|37.015|83.9106|56.34|52.1141|81.7362|37.2729|32.9383|55.4093|99.595|65.9961,0.215338|0.181554|0.211226|0.183087|0.192361|0.165265|0.163753|0.24633|0.217181|0.171491|0.208172,0.223011|0.287794|0.64134|0.459367|0.504041|0.508203|0.366046|0.99452|0.250448|0.617659|0.925716,0.850504,0.9603,0.0287021,0.024861,0.961121,0.526135,0.146707,0.534321,0.0227464,0.933143,96.0693,1.88089e-10,48851,0.862336,90.3174,1.46564e-12,94370,0.86397,0.825003,0.0353835,0.519483,0.131106,0.487996,0.271757,0.459389,0.184363,0.872678,68.2709,9.08725e-12,88903,0.87245,55.7586,3.31549e-13,54128
29,11,n1->n2->n3->n13->n14->n15->n16->n6->n7->n8->n9->n10,1.73877e+13|3.74675e+09|6.12589e+13|3.87517e+10|4.48173e+10|1.62434e+11|3.28234e+12|8.03508e+13|7.84684e+11|3.8274e+13|1.73027e+13|1.49954e+11,8.99945e+12|1.43478e+09|1.7177e+13|6.39363e+09|1.96442e+10|1.01236e+11|2.81981e+12|7.44399e+13|5.94668e+11|2.6409e+13|1.81377e+12|4.44281e+10,3.63487e-05|7.15793e-05|1.0464e-05|1.28466e-05|6.4613e-05|0.000655342|0.000523901|1.17786e-05|0.000455515|0.000204748|6.09587e-05|0.000569931,0.000301357|0.00368758|0.00161173|0.00090555|0.0091424|0.00995842|0.00571797|0.000423244|0.00780978|0.000198796|0.00029953|0.000974668,0.0362609|0.0209238|0.00725886|0.0377427|0.0414225|0.0299415|0.0201063|0.0382771|0.0233964|0.00910406|0.00135501|0.0319502,0.0112257|0.0315298|0.0233984|0.0329999|0.0350185|0.0340943|0.0356776|0.0239255|0.0399137|0.0339326|0.0108287|0.0323742,0.986221|0.905604|0.903083|0.902624|0.948988|0.937987|0.960651|0.900441|0.90957|0.930929|0.917504|0.949103,5.23274|4.46118|2.78227|3.28851|3.71407|0.0532387|3.39879|2.22875|3.25757|2.06998|3.16971|1.91495,79.8117|37.015|83.9106|56.34|92.5451|56.2706|50.0569|32.9383|55.4093|99.595|65.9961,0.215338|0.181554|0.211226|0.183087|0.215287|0.235449|0.19244|0.24633|0.217181|0.171491|0.208172,0.223011|0.287794|0.64134|0.459367|0.129911|0.540677|0.71286|0.99452|0.250448|0.617659|0.925716,0.850504,0.9603,0.0287021,0.024861,0.961121,0.526135,0.146707,0.534321,0.0227464,0.933143,96.0693,1.88089e-10,48851,0.862336,90.3174,1.46564e-12,94370,0.86397,0.825003,0.0353835,0.519483,0.131106,0.487996,0.271757,0.459389,0.184363,0.872678,68.2709,9.08725e-12,88903,0.87245,55.7586,3.31549e-13,54128
