DatasetID,PathID,PathString,node_t1,node_t2,node_p_depol_1q,node_p_depol_2q,node_coh1_angle,node_coh2_zz_angle,node_src_visibility,node_src_phase,edge_length,edge_attenuation,edge_insertion_loss_db,d1_coupling_1,d1_coupling_2,d1_mzi_phase_error,d1_mzi_loss_short,d1_mzi_loss_long,d1_bs1_reflectivity,d1_bs1_loss,d1_bs2_reflectivity,d1_bs2_loss,d1_snspd1_efficiency,d1_snspd1_jitter,d1_snspd1_dark,d1_snspd1_dead,d1_snspd2_efficiency,d1_snspd2_jitter,d1_snspd2_dark,d1_snspd2_dead,d2_coupling_1,d2_coupling_2,d2_mzi_phase_error,d2_mzi_loss_short,d2_mzi_loss_long,d2_bs1_reflectivity,d2_bs1_loss,d2_bs2_reflectivity,d2_bs2_loss,d2_snspd1_efficiency,d2_snspd1_jitter,d2_snspd1_dark,d2_snspd1_dead,d2_snspd2_efficiency,d2_snspd2_jitter,d2_snspd2_dark,d2_snspd2_dead
27,1,n1->n2->n3->n4->n5->n6->n7->n8->n9->n10,2.58455e+09|2.91559e+11|7.22028e+09|4.32995e+11|1.74812e+11|4.25979e+09|1.44578e+10|2.27036e+12|1.30443e+12|1.04364e+09,2.80249e+08|1.73076e+11|5.75084e+09|7.86949e+10|7.35242e+10|1.47873e+09|1.94427e+09|3.74101e+11|4.93447e+11|2.11624e+08,1.89792e-05|8.97786e-05|1.43604e-05|0.00012928|0.000562314|9.26972e-05|0.000153885|2.31143e-05|0.000429151|2.03574e-05,0.000472748|0.00058718|0.000126548|0.000197968|0.000266201|0.00212813|0.000197481|0.00129718|0.000107167|0.00138304,0.0262681|0.0148836|0.0240541|0.0012212|0.0435674|0.0118994|0.00915213|0.0347978|0.0255317|0.042213,0.000214295|0.00272728|0.0111332|0.00136296|0.0372818|0.00636631|0.0476076|0.0215316|0.00643663|0.0195444,0.965775|0.91911|0.909781|0.910704|0.969257|0.992477|0.902771|0.974222|0.921048|0.979533,6.01227|4.58677|0.376161|5.00168|5.471|2.92596|1.17389|5.12212|5.96274|2.76609,79.8117|37.015|10.4739|81.7362|37.2729|32.9383|55.4093|99.595|65.9961,0.216316|0.234212|0.219499|0.183984|0.245537|0.199337|0.191846|0.179576|0.174602,0.987154|0.886568|0.227434|0.859112|0.647909|0.896155|0.707572|0.842948|0.778885,0.849956,0.801759,0.112987,0.77005,0.0435094,0.511732,0.0728519,0.513287,0.217914,0.840094,33.4684,2.79446e-11,62404,0.95951,55.9332,1.5815e-10,75881,0.93314,0.838355,0.0414541,0.566769,0.0659437,0.454505,0.0149451,0.542131,0.206664,0.950617,96.7075,6.36615e-11,56379,0.886223,77.1424,2.96203e-10,84665
27,2,n1->n2->n12->n13->n14->n4->n5->n6->n7->n8->n9->n10,2.58455e+09|2.91559e+11|8.47269e+13|1.05433e+13|7.47411e+12|4.32995e+11|1.74812e+11|4.25979e+09|1.44578e+10|2.27036e+12|1.30443e+12|1.04364e+09,2.80249e+08|1.73076e+11|4.93357e+13|1.10875e+12|2.1403e+12|7.86949e+10|7.35242e+10|1.47873e+09|1.94427e+09|3.74101e+11|4.93447e+11|2.11624e+08,1.89792e-05|8.97786e-05|0.000128277|3.70477e-05|2.10809e-05|0.00012928|0.000562314|9.26972e-05|0.000153885|2.31143e-05|0.000429151|2.03574e-05,0.000472748|0.00058718|0.00742946|0.000514043|0.000146|0.000197968|0.000266201|0.00212813|0.000197481|0.00129718|0.000107167|0.00138304,0.0262681|0.0148836|0.0179852|0.0159265|0.0139219|0.0012212|0.0435674|0.0118994|0.00915213|0.0347978|0.0255317|0.042213,0.000214295|0.00272728|0.00866029|0.0121716|0.0177187|0.00136296|0.0372818|0.00636631|0.0476076|0.0215316|0.00643663|0.0195444,0.965775|0.91911|0.97875|0.910277|0.943835|0.910704|0.969257|0.992477|0.902771|0.974222|0.921048|0.979533,6.01227|4.58677|0.0765|0.019981|0.634938|5.00168|5.471|2.92596|1.17389|5.12212|5.96274|2.76609,79.8117|88.6198|13.9548|56.34|52.1141|81.7362|37.2729|32.9383|55.4093|99.595|65.9961,0.216316|0.207552|0.173978|0.173103|0.170007|0.183984|0.245537|0.199337|0.191846|0.179576|0.174602,0.987154|0.305742|0.598275|0.745407|0.977344|0.859112|0.647909|0.896155|0.707572|0.842948|0.778885,0.849956,0.801759,0.112987,0.77005,0.0435094,0.511732,0.0728519,0.513287,0.217914,0.840094,33.4684,2.79446e-11,62404,0.95951,55.9332,1.5815e-10,75881,0.93314,0.838355,0.0414541,0.566769,0.0659437,0.454505,0.0149451,0.542131,0.206664,0.950617,96.7075,6.36615e-11,56379,0.886223,77.1424,2.96203e-10,84665
27,3,n1->n2->n12->n13->n3->n4->n5->n6->n7->n8->n9->n10,2.58455e+09|2.91559e+11|8.47269e+13|1.05433e+13|7.22028e+09|4.32995e+11|1.74812e+11|4.25979e+09|1.44578e+10|2.27036e+12|1.30443e+12|1.04364e+09,2.80249e+08|1.73076e+11|4.93357e+13|1.10875e+12|5.75084e+09|7.86949e+10|7.35242e+10|1.47873e+09|1.94427e+09|3.74101e+11|4.93447e+11|2.11624e+08,1.89792e-05|8.97786e-05|0.000128277|3.70477e-05|1.43604e-05|0.00012928|0.000562314|9.26972e-05|0.000153885|2.31143e-05|0.000429151|2.03574e-05,0.000472748|0.00058718|0.00742946|0.000514043|0.000126548|0.000197968|0.000266201|0.00212813|0.000197481|0.00129718|0.000107167|0.00138304,0.0262681|0.0148836|0.0179852|0.0159265|0.0240541|0.0012212|0.0435674|0.0118994|0.00915213|0.0347978|0.0255317|0.042213,0.000214295|0.00272728|0.00866029|0.0121716|0.0111332|0.00136296|0.0372818|0.00636631|0.0476076|0.0215316|0.00643663|0.0195444,0.965775|0.91911|0.97875|0.910277|0.909781|0.910704|0.969257|0.992477|0.902771|0.974222|0.921048|0.979533,6.01227|4.58677|0.0765|0.019981|0.376161|5.00168|5.471|2.92596|1.17389|5.12212|5.96274|2.76609,79.8117|88.6198|13.9548|83.9106|10.4739|81.7362|37.2729|32.9383|55.4093|99.595|65.9961,0.216316|0.207552|0.173978|0.234912|0.219499|0.183984|0.245537|0.199337|0.191846|0.179576|0.174602,0.987154|0.305742|0.598275|0.470882|0.227434|0.859112|0.647909|0.896155|0.707572|0.842948|0.778885,0.849956,0.801759,0.112987,0.77005,0.0435094,0.511732,0.0728519,0.513287,0.217914,0.840094,33.4684,2.79446e-11,62404,0.95951,55.9332,1.5815e-10,75881,0.93314,0.838355,0.0414541,0.566769,0.0659437,0.454505,0.0149451,0.542131,0.206664,0.950617,96.7075,6.36615e-11,56379,0.886223,77.1424,2.96203e-10,84665
27,4,n1->n11->n12->n2->n3->n4->n5->n6->n7->n8->n9->n10,2.58455e+09|3.50929e+13|8.47269e+13|2.91559e+11|7.22028e+09|4.32995e+11|1.74812e+11|4.25979e+09|1.44578e+10|2.27036e+12|1.30443e+12|1.04364e+09,2.80249e+08|2.46697e+13|4.93357e+13|1.73076e+11|5.75084e+09|7.86949e+10|7.35242e+10|1.47873e+09|1.94427e+09|3.74101e+11|4.93447e+11|2.11624e+08,1.89792e-05|2.27845e-05|0.000128277|8.97786e-05|1.43604e-05|0.00012928|0.000562314|9.26972e-05|0.000153885|2.31143e-05|0.000429151|2.03574e-05,0.000472748|0.00589017|0.00742946|0.00058718|0.000126548|0.000197968|0.000266201|0.00212813|0.000197481|0.00129718|0.000107167|0.00138304,0.0262681|0.0096282|0.0179852|0.0148836|0.0240541|0.0012212|0.0435674|0.0118994|0.00915213|0.0347978|0.0255317|0.042213,0.000214295|0.0245197|0.00866029|0.00272728|0.0111332|0.00136296|0.0372818|0.00636631|0.0476076|0.0215316|0.00643663|0.0195444,0.965775|0.91862|0.97875|0.91911|0.909781|0.910704|0.969257|0.992477|0.902771|0.974222|0.921048|0.979533,6.01227|2.42822|0.0765|4.58677|0.376161|5.00168|5.471|2.92596|1.17389|5.12212|5.96274|2.76609,30.2686|24.4191|88.6198|37.015|10.4739|81.7362|37.2729|32.9383|55.4093|99.595|65.9961,0.247311|0.245859|0.207552|0.234212|0.219499|0.183984|0.245537|0.199337|0.191846|0.179576|0.174602,0.771122|0.88236|0.305742|0.886568|0.227434|0.859112|0.647909|0.896155|0.707572|0.842948|0.778885,0.849956,0.801759,0.112987,0.77005,0.0435094,0.511732,0.0728519,0.513287,0.217914,0.840094,33.4684,2.79446e-11,62404,0.95951,55.9332,1.5815e-10,75881,0.93314,0.838355,0.0414541,0.566769,0.0659437,0.454505,0.0149451,0.542131,0.206664,0.950617,96.7075,6.36615e-11,56379,0.886223,77.1424,2.96203e-10,84665
27,5,n1->n2->n12->n13->n14->n15->n5->n6->n7->n8->n9->n10,2.58455e+09|2.91559e+11|8.47269e+13|1.05433e+13|7.47411e+12|7.93627e+13|1.74812e+11|4.25979e+09|1.44578e+10|2.27036e+12|1.30443e+12|1.04364e+09,2.80249e+08|1.73076e+11|4.93357e+13|1.10875e+12|2.1403e+12|1.47354e+13|7.35242e+10|1.47873e+09|1.94427e+09|3.74101e+11|4.93447e+11|2.11624e+08,1.89792e-05|8.97786e-05|0.000128277|3.70477e-05|2.10809e-05|7.63118e-05|0.000562314|9.26972e-05|0.000153885|2.31143e-05|0.000429151|2.03574e-05,0.000472748|0.00058718|0.00742946|0.000514043|0.000146|0.00261837|0.000266201|0.00212813|0.000197481|0.00129718|0.000107167|0.00138304,0.0262681|0.0148836|0.0179852|0.0159265|0.0139219|0.0155095|0.0435674|0.0118994|0.00915213|0.0347978|0.0255317|0.042213,0.000214295|0.00272728|0.00866029|0.0121716|0.0177187|0.00412485|0.0372818|0.00636631|0.0476076|0.0215316|0.00643663|0.0195444,0.965775|0.91911|0.97875|0.910277|0.943835|0.935771|0.969257|0.992477|0.902771|0.974222|0.921048|0.979533,6.01227|4.58677|0.0765|0.019981|0.634938|3.4738|5.471|2.92596|1.17389|5.12212|5.96274|2.76609,79.8117|88.6198|13.9548|56.34|92.5451|35.0583|37.2729|32.9383|55.4093|99.595|65.9961,0.216316|0.207552|0.173978|0.173103|0.174564|0.224091|0.245537|0.199337|0.191846|0.179576|0.174602,0.987154|0.305742|0.598275|0.745407|0.330649|0.133434|0.647909|0.896155|0.707572|0.842948|0.778885,0.849956,0.801759,0.112987,0.77005,0.0435094,0.511732,0.0728519,0.513287,0.217914,0.840094,33.4684,2.79446e-11,62404,0.95951,55.9332,1.5815e-10,75881,0.93314,0.838355,0.0414541,0.566769,0.0659437,0.454505,0.0149451,0.542131,0.206664,0.950617,96.7075,6.36615e-11,56379,0.886223,77.1424,2.96203e-10,84665
27,6,n1->n11->n12->n13->n3->n4->n5->n6->n7->n8->n9->n10,2.58455e+09|3.50929e+13|8.47269e+13|1.05433e+13|7.22028e+09|4.32995e+11|1.74812e+11|4.25979e+09|1.44578e+10|2.27036e+12|1.30443e+12|1.04364e+09,2.80249e+08|2.46697e+13|4.93357e+13|1.10875e+12|5.75084e+09|7.86949e+10|7.35242e+10|1.47873e+09|1.94427e+09|3.74101e+11|4.93447e+11|2.11624e+08,1.89792e-05|2.27845e-05|0.000128277|3.70477e-05|1.43604e-05|0.00012928|0.000562314|9.26972e-05|0.000153885|2.31143e-05|0.000429151|2.03574e-05,0.000472748|0.00589017|0.00742946|0.000514043|0.000126548|0.000197968|0.000266201|0.00212813|0.000197481|0.00129718|0.000107167|0.00138304,0.0262681|0.0096282|0.0179852|0.0159265|0.0240541|0.0012212|0.0435674|0.0118994|0.00915213|0.0347978|0.0255317|0.042213,0.000214295|0.0245197|0.00866029|0.0121716|0.0111332|0.00136296|0.0372818|0.00636631|0.0476076|0.0215316|0.00643663|0.0195444,0.965775|0.91862|0.97875|0.910277|0.909781|0.910704|0.969257|0.992477|0.902771|0.974222|0.921048|0.979533,6.01227|2.42822|0.0765|0.019981|0.376161|5.00168|5.471|2.92596|1.17389|5.12212|5.96274|2.76609,30.2686|24.4191|13.9548|83.9106|10.4739|81.7362|37.2729|32.9383|55.4093|99.595|65.9961,0.247311|0.245859|0.173978|0.234912|0.219499|0.183984|0.245537|0.199337|0.191846|0.179576|0.174602,0.771122|0.88236|0.598275|0.470882|0.227434|0.859112|0.647909|0.896155|0.707572|0.842948|0.778885,0.849956,0.801759,0.112987,0.77005,0.0435094,0.511732,0.0728519,0.513287,0.217914,0.840094,33.4684,2.79446e-11,62404,0.95951,55.9332,1.5815e-10,75881,0.93314,0.838355,0.0414541,0.566769,0.0659437,0.454505,0.0149451,0.542131,0.206664,0.950617,96.7075,6.36615e-11,56379,0.886223,77.1424,2.96203e-10,84665
27,7,n1->n2->n3->n4->n14->n15->n16->n6->n7->n8->n9->n10,2.58455e+09|2.91559e+11|7.22028e+09|4.32995e+11|7.47411e+12|7.93627e+13|1.61722e+13|4.25979e+09|1.44578e+10|2.27036e+12|1.30443e+12|1.04364e+09,2.80249e+08|1.73076e+11|5.75084e+09|7.86949e+10|2.1403e+12|1.47354e+13|3.77308e+12|1.47873e+09|1.94427e+09|3.74101e+11|4.93447e+11|2.11624e+08,1.89792e-05|8.97786e-05|1.43604e-05|0.00012928|2.10809e-05|7.63118e-05|0.000601232|9.26972e-05|0.000153885|2.31143e-05|0.000429151|2.03574e-05,0.000472748|0.00058718|0.000126548|0.000197968|0.000146|0.00261837|0.00123638|0.00212813|0.000197481|0.00129718|0.000107167|0.00138304,0.0262681|0.0148836|0.0240541|0.0012212|0.0139219|0.0155095|0.0358743|0.0118994|0.00915213|0.0347978|0.0255317|0.042213,0.000214295|0.00272728|0.0111332|0.00136296|0.0177187|0.00412485|0.00150829|0.00636631|0.0476076|0.0215316|0.00643663|0.0195444,0.965775|0.91911|0.909781|0.910704|0.943835|0.935771|0.985094|0.992477|0.902771|0.974222|0.921048|0.979533,6.01227|4.58677|0.376161|5.00168|0.634938|3.4738|1.34113|2.92596|1.17389|5.12212|5.96274|2.76609,79.8117|37.015|10.4739|52.1141|92.5451|56.2706|50.0569|32.9383|55.4093|99.595|65.9961,0.216316|0.234212|0.219499|0.170007|0.174564|0.24998|0.161037|0.199337|0.191846|0.179576|0.174602,0.987154|0.886568|0.227434|0.977344|0.330649|0.401879|0.361558|0.896155|0.707572|0.842948|0.778885,0.849956,0.801759,0.112987,0.77005,0.0435094,0.511732,0.0728519,0.513287,0.217914,0.840094,33.4684,2.79446e-11,62404,0.95951,55.9332,1.5815e-10,75881,0.93314,0.838355,0.0414541,0.566769,0.0659437,0.454505,0.0149451,0.542131,0.206664,0.950617,96.7075,6.36615e-11,56379,0.886223,77.1424,2.96203e-10,84665
27,8,n1->n11->n12->n13->n14->n15->n5->n6->n7->n8->n9->n10,2.58455e+09|3.50929e+13|8.47269e+13|1.05433e+13|7.47411e+12|7.93627e+13|1.74812e+11|4.25979e+09|1.44578e+10|2.27036e+12|1.30443e+12|1.04364e+09,2.80249e+08|2.46697e+13|4.93357e+13|1.10875e+12|2.1403e+12|1.47354e+13|7.35242e+10|1.47873e+09|1.94427e+09|3.74101e+11|4.93447e+11|2.11624e+08,1.89792e-05|2.27845e-05|0.000128277|3.70477e-05|2.10809e-05|7.63118e-05|0.000562314|9.26972e-05|0.000153885|2.31143e-05|0.000429151|2.03574e-05,0.000472748|0.00589017|0.00742946|0.000514043|0.000146|0.00261837|0.000266201|0.00212813|0.000197481|0.00129718|0.000107167|0.00138304,0.0262681|0.0096282|0.0179852|0.0159265|0.0139219|0.0155095|0.0435674|0.0118994|0.00915213|0.0347978|0.0255317|0.042213,0.000214295|0.0245197|0.00866029|0.0121716|0.0177187|0.00412485|0.0372818|0.00636631|0.0476076|0.0215316|0.00643663|0.0195444,0.965775|0.91862|0.97875|0.910277|0.943835|0.935771|0.969257|0.992477|0.902771|0.974222|0.921048|0.979533,6.01227|2.42822|0.0765|0.019981|0.634938|3.4738|5.471|2.92596|1.17389|5.12212|5.96274|2.76609,30.2686|24.4191|13.9548|56.34|92.5451|35.0583|37.2729|32.9383|55.4093|99.595|65.9961,0.247311|0.245859|0.173978|0.173103|0.174564|0.224091|0.245537|0.199337|0.191846|0.179576|0.174602,0.771122|0.88236|0.598275|0.745407|0.330649|0.133434|0.647909|0.896155|0.707572|0.842948|0.778885,0.849956,0.801759,0.112987,0.77005,0.0435094,0.511732,0.0728519,0.513287,0.217914,0.840094,33.4684,2.79446e-11,62404,0.95951,55.9332,1.5815e-10,75881,0.93314,0.838355,0.0414541,0.566769,0.0659437,0.454505,0.0149451,0.542131,0.206664,0.950617,96.7075,6.36615e-11,56379,0.886223,77.1424,2.96203e-10,84665
27,9,n1->n2->n3->n4->n5->n15->n16->n6->n7->n8->n9->n10,2.58455e+09|2.91559e+11|7.22028e+09|4.32995e+11|1.74812e+11|7.93627e+13|1.61722e+13|4.25979e+09|1.44578e+10|2.27036e+12|1.30443e+12|1.04364e+09,2.80249e+08|1.73076e+11|5.75084e+09|7.86949e+10|7.35242e+10|1.47354e+13|3.77308e+12|1.47873e+09|1.94427e+09|3.74101e+11|4.93447e+11|2.11624e+08,1.89792e-05|8.97786e-05|1.43604e-05|0.00012928|0.000562314|7.63118e-05|0.000601232|9.26972e-05|0.000153885|2.31143e-05|0.000429151|2.03574e-05,0.000472748|0.00058718|0.000126548|0.000197968|0.000266201|0.00261837|0.00123638|0.00212813|0.000197481|0.00129718|0.000107167|0.00138304,0.0262681|0.0148836|0.0240541|0.0012212|0.0435674|0.0155095|0.0358743|0.0118994|0.00915213|0.0347978|0.0255317|0.042213,0.000214295|0.00272728|0.0111332|0.00136296|0.0372818|0.00412485|0.00150829|0.00636631|0.0476076|0.0215316|0.00643663|0.0195444,0.965775|0.91911|0.909781|0.910704|0.969257|0.935771|0.985094|0.992477|0.902771|0.974222|0.921048|0.979533,6.01227|4.58677|0.376161|5.00168|5.471|3.4738|1.34113|2.92596|1.17389|5.12212|5.96274|2.76609,79.8117|37.015|10.4739|81.7362|35.0583|56.2706|50.0569|32.9383|55.4093|99.595|65.9961,0.216316|0.234212|0.219499|0.183984|0.224091|0.24998|0.161037|0.199337|0.191846|0.179576|0.174602,0.987154|0.886568|0.227434|0.859112|0.133434|0.401879|0.361558|0.896155|0.707572|0.842948|0.778885,0.849956,0.801759,0.112987,0.77005,0.0435094,0.511732,0.0728519,0.513287,0.217914,0.840094,33.4684,2.79446e-11,62404,0.95951,55.9332,1.5815e-10,75881,0.93314,0.838355,0.0414541,0.566769,0.0659437,0.454505,0.0149451,0.542131,0.206664,0.950617,96.7075,6.36615e-11,56379,0.886223,77.1424,2.96203e-10,84665
27,10,n1->n2->n3->n13->n14->n4->n5->n6->n7->n8->n9->n10,2.58455e+09|2.91559e+11|7.22028e+09|1.05433e+13|7.47411e+12|4.32995e+11|1.74812e+11|4.25979e+09|1.44578e+10|2.27036e+12|1.30443e+12|1.04364e+09,2.80249e+08|1.73076e+11|5.75084e+09|1.10875e+12|2.1403e+12|7.86949e+10|7.35242e+10|1.47873e+09|1.94427e+09|3.74101e+11|4.93447e+11|2.11624e+08,1.89792e-05|8.97786e-05|1.43604e-05|3.70477e-05|2.10809e-05|0.00012928|0.000562314|9.26972e-05|0.000153885|2.31143e-05|0.000429151|2.03574e-05,0.000472748|0.00058718|0.000126548|0.000514043|0.000146|0.000197968|0.000266201|0.00212813|0.000197481|0.00129718|0.000107167|0.00138304,0.0262681|0.0148836|0.0240541|0.0159265|0.0139219|0.0012212|0.0435674|0.0118994|0.00915213|0.0347978|0.0255317|0.042213,0.000214295|0.00272728|0.0111332|0.0121716|0.0177187|0.00136296|0.0372818|0.00636631|0.0476076|0.0215316|0.00643663|0.0195444,0.965775|0.91911|0.909781|0.910277|0.943835|0.910704|0.969257|0.992477|0.902771|0.974222|0.921048|0.979533,6.01227|4.58677|0.376161|0.019981|0.634938|5.00168|5.471|2.92596|1.17389|5.12212|5.96274|2.76609,79.8117|37.015|83.9106|56.34|52.1141|81.7362|37.2729|32.9383|55.4093|99.595|65.9961,0.216316|0.234212|0.234912|0.173103|0.170007|0.183984|0.245537|0.199337|0.191846|0.179576|0.174602,0.987154|0.886568|0.470882|0.745407|0.977344|0.859112|0.647909|0.896155|0.707572|0.842948|0.778885,0.849956,0.801759,0.112987,0.77005,0.0435094,0.511732,0.0728519,0.513287,0.217914,0.840094,33.4684,2.79446e-11,62404,0.95951,55.9332,1.5815e-10,75881,0.93314,0.838355,0.0414541,0.566769,0.0659437,0.454505,0.0149451,0.542131,0.206664,0.950617,96.7075,6.36615e-11,56379,0.886223,77.1424,2.96203e-10,84665
27,11,n1->n2->n3->n13->n14->n15->n16->n6->n7->n8->n9->n10,2.58455e+09|2.91559e+11|7.22028e+09|1.05433e+13|7.47411e+12|7.93627e+13|1.61722e+13|4.25979e+09|1.44578e+10|2.27036e+12|1.30443e+12|1.04364e+09,2.80249e+08|1.73076e+11|5.75084e+09|1.10875e+12|2.1403e+12|1.47354e+13|3.77308e+12|1.47873e+09|1.94427e+09|3.74101e+11|4.93447e+11|2.11624e+08,1.89792e-05|8.97786e-05|1.43604e-05|3.70477e-05|2.10809e-05|7.63118e-05|0.000601232|9.26972e-05|0.000153885|2.31143e-05|0.000429151|2.03574e-05,0.000472748|0.00058718|0.000126548|0.000514043|0.000146|0.00261837|0.00123638|0.00212813|0.000197481|0.00129718|0.000107167|0.00138304,0.0262681|0.0148836|0.0240541|0.0159265|0.0139219|0.0155095|0.0358743|0.0118994|0.00915213|0.0347978|0.0255317|0.042213,0.000214295|0.00272728|0.0111332|0.0121716|0.0177187|0.00412485|0.00150829|0.00636631|0.0476076|0.0215316|0.00643663|0.0195444,0.965775|0.91911|0.909781|0.910277|0.943835|0.935771|0.985094|0.992477|0.902771|0.974222|0.921048|0.979533,6.01227|4.58677|0.376161|0.019981|0.634938|3.4738|1.34113|2.92596|1.17389|5.12212|5.96274|2.76609,79.8117|37.015|83.9106|56.34|92.5451|56.2706|50.0569|32.9383|55.4093|99.595|65.9961,0.216316|0.234212|0.234912|0.173103|0.174564|0.24998|0.161037|0.199337|0.191846|0.179576|0.174602,0.987154|0.886568|0.470882|0.745407|0.330649|0.401879|0.361558|0.896155|0.707572|0.842948|0.778885,0.849956,0.801759,0.112987,0.77005,0.0435094,0.511732,0.0728519,0.513287,0.217914,0.840094,33.4684,2.79446e-11,62404,0.95951,55.9332,1.5815e-10,75881,0.93314,0.838355,0.0414541,0.566769,0.0659437,0.454505,0.0149451,0.542131,0.206664,0.950617,96.7075,6.36615e-11,56379,0.886223,77.1424,2.96203e-10,84665
