DatasetID,PathID,PathString,node_t1,node_t2,node_p_depol_1q,node_p_depol_2q,node_coh1_angle,node_coh2_zz_angle,node_src_visibility,node_src_phase,edge_length,edge_attenuation,edge_insertion_loss_db,d1_coupling_1,d1_coupling_2,d1_mzi_phase_error,d1_mzi_loss_short,d1_mzi_loss_long,d1_bs1_reflectivity,d1_bs1_loss,d1_bs2_reflectivity,d1_bs2_loss,d1_snspd1_efficiency,d1_snspd1_jitter,d1_snspd1_dark,d1_snspd1_dead,d1_snspd2_efficiency,d1_snspd2_jitter,d1_snspd2_dark,d1_snspd2_dead,d2_coupling_1,d2_coupling_2,d2_mzi_phase_error,d2_mzi_loss_short,d2_mzi_loss_long,d2_bs1_reflectivity,d2_bs1_loss,d2_bs2_reflectivity,d2_bs2_loss,d2_snspd1_efficiency,d2_snspd1_jitter,d2_snspd1_dark,d2_snspd1_dead,d2_snspd2_efficiency,d2_snspd2_jitter,d2_snspd2_dark,d2_snspd2_dead
25,1,n1->n2->n3->n4->n5->n6->n7->n8->n9->n10,7.09351e+09|3.01708e+12|1.37383e+12|2.7702e+09|7.4506e+11|1.09585e+13|1.1873e+13|1.16359e+09|1.11433e+09|7.22055e+10,1.31666e+09|1.67644e+12|7.43078e+11|1.27868e+09|1.22551e+11|4.08196e+12|7.47884e+12|1.88088e+08|1.08648e+09|3.63854e+10,3.77967e-05|6.9845e-05|2.04804e-05|2.4405e-05|0.0001273|1.21932e-05|1.58054e-05|0.000676475|0.000113463|1.1086e-05,0.00522178|0.000401889|0.000443933|0.00133005|0.000695762|0.00319034|0.00233156|0.000264756|0.000134093|0.00627815,0.0101688|0.0230938|0.0280596|0.0124488|0.00256122|0.0274522|0.026305|0.0337255|0.00134044|0.0128045,0.0409649|0.0383958|0.000827371|0.00829708|0.0363346|0.0417516|0.0294959|0.0394843|0.0405386|0.00954544,0.981638|0.961775|0.986668|0.969825|0.952475|0.954886|0.984489|0.977255|0.985971|0.929525,2.91399|4.84998|1.50476|2.44022|5.82665|0.012739|1.56809|0.065578|3.29548|0.400413,79.8117|37.015|10.4739|81.7362|37.2729|32.9383|55.4093|99.595|65.9961,0.190841|0.197114|0.171721|0.247907|0.207992|0.167734|0.242874|0.220389|0.222961,0.323935|0.942894|0.235817|0.827328|0.646488|0.927159|0.378494|0.549818|0.762891,0.944903,0.863722,0.00266564,0.709652,0.606413,0.496136,0.269607,0.522726,0.127674,0.809608,88.8477,8.68103e-10,67107,0.938276,55.5422,8.84242e-13,92086,0.93767,0.909713,0.102313,0.511861,0.0583845,0.516044,0.00156507,0.472035,0.0467938,0.861222,91.7484,2.08356e-13,42167,0.936721,87.6782,8.80069e-11,96869
25,2,n1->n2->n12->n13->n14->n4->n5->n6->n7->n8->n9->n10,7.09351e+09|3.01708e+12|8.55032e+09|2.29566e+11|8.9166e+13|2.7702e+09|7.4506e+11|1.09585e+13|1.1873e+13|1.16359e+09|1.11433e+09|7.22055e+10,1.31666e+09|1.67644e+12|5.491e+09|5.09994e+10|5.23347e+13|1.27868e+09|1.22551e+11|4.08196e+12|7.47884e+12|1.88088e+08|1.08648e+09|3.63854e+10,3.77967e-05|6.9845e-05|1.51507e-05|2.05822e-05|4.72423e-05|2.4405e-05|0.0001273|1.21932e-05|1.58054e-05|0.000676475|0.000113463|1.1086e-05,0.00522178|0.000401889|0.000157244|0.00205044|0.00852856|0.00133005|0.000695762|0.00319034|0.00233156|0.000264756|0.000134093|0.00627815,0.0101688|0.0230938|0.012485|0.0320716|0.0227466|0.0124488|0.00256122|0.0274522|0.026305|0.0337255|0.00134044|0.0128045,0.0409649|0.0383958|0.0327137|0.00609464|0.0190166|0.00829708|0.0363346|0.0417516|0.0294959|0.0394843|0.0405386|0.00954544,0.981638|0.961775|0.907323|0.921831|0.989707|0.969825|0.952475|0.954886|0.984489|0.977255|0.985971|0.929525,2.91399|4.84998|0.0485414|2.29323|4.62553|2.44022|5.82665|0.012739|1.56809|0.065578|3.29548|0.400413,79.8117|88.6198|13.9548|56.34|52.1141|81.7362|37.2729|32.9383|55.4093|99.595|65.9961,0.190841|0.200895|0.185169|0.204072|0.191357|0.247907|0.207992|0.167734|0.242874|0.220389|0.222961,0.323935|0.836539|0.476138|0.509755|0.567841|0.827328|0.646488|0.927159|0.378494|0.549818|0.762891,0.944903,0.863722,0.00266564,0.709652,0.606413,0.496136,0.269607,0.522726,0.127674,0.809608,88.8477,8.68103e-10,67107,0.938276,55.5422,8.84242e-13,92086,0.93767,0.909713,0.102313,0.511861,0.0583845,0.516044,0.00156507,0.472035,0.0467938,0.861222,91.7484,2.08356e-13,42167,0.936721,87.6782,8.80069e-11,96869
25,3,n1->n2->n12->n13->n3->n4->n5->n6->n7->n8->n9->n10,7.09351e+09|3.01708e+12|8.55032e+09|2.29566e+11|1.37383e+12|2.7702e+09|7.4506e+11|1.09585e+13|1.1873e+13|1.16359e+09|1.11433e+09|7.22055e+10,1.31666e+09|1.67644e+12|5.491e+09|5.09994e+10|7.43078e+11|1.27868e+09|1.22551e+11|4.08196e+12|7.47884e+12|1.88088e+08|1.08648e+09|3.63854e+10,3.77967e-05|6.9845e-05|1.51507e-05|2.05822e-05|2.04804e-05|2.4405e-05|0.0001273|1.21932e-05|1.58054e-05|0.000676475|0.000113463|1.1086e-05,0.00522178|0.000401889|0.000157244|0.00205044|0.000443933|0.00133005|0.000695762|0.00319034|0.00233156|0.000264756|0.000134093|0.00627815,0.0101688|0.0230938|0.012485|0.0320716|0.0280596|0.0124488|0.00256122|0.0274522|0.026305|0.0337255|0.00134044|0.0128045,0.0409649|0.0383958|0.0327137|0.00609464|0.000827371|0.00829708|0.0363346|0.0417516|0.0294959|0.0394843|0.0405386|0.00954544,0.981638|0.961775|0.907323|0.921831|0.986668|0.969825|0.952475|0.954886|0.984489|0.977255|0.985971|0.929525,2.91399|4.84998|0.0485414|2.29323|1.50476|2.44022|5.82665|0.012739|1.56809|0.065578|3.29548|0.400413,79.8117|88.6198|13.9548|83.9106|10.4739|81.7362|37.2729|32.9383|55.4093|99.595|65.9961,0.190841|0.200895|0.185169|0.184589|0.171721|0.247907|0.207992|0.167734|0.242874|0.220389|0.222961,0.323935|0.836539|0.476138|0.272111|0.235817|0.827328|0.646488|0.927159|0.378494|0.549818|0.762891,0.944903,0.863722,0.00266564,0.709652,0.606413,0.496136,0.269607,0.522726,0.127674,0.809608,88.8477,8.68103e-10,67107,0.938276,55.5422,8.84242e-13,92086,0.93767,0.909713,0.102313,0.511861,0.0583845,0.516044,0.00156507,0.472035,0.0467938,0.861222,91.7484,2.08356e-13,42167,0.936721,87.6782,8.80069e-11,96869
25,4,n1->n11->n12->n2->n3->n4->n5->n6->n7->n8->n9->n10,7.09351e+09|8.86752e+10|8.55032e+09|3.01708e+12|1.37383e+12|2.7702e+09|7.4506e+11|1.09585e+13|1.1873e+13|1.16359e+09|1.11433e+09|7.22055e+10,1.31666e+09|4.5978e+10|5.491e+09|1.67644e+12|7.43078e+11|1.27868e+09|1.22551e+11|4.08196e+12|7.47884e+12|1.88088e+08|1.08648e+09|3.63854e+10,3.77967e-05|9.91774e-05|1.51507e-05|6.9845e-05|2.04804e-05|2.4405e-05|0.0001273|1.21932e-05|1.58054e-05|0.000676475|0.000113463|1.1086e-05,0.00522178|0.00216749|0.000157244|0.000401889|0.000443933|0.00133005|0.000695762|0.00319034|0.00233156|0.000264756|0.000134093|0.00627815,0.0101688|0.0106886|0.012485|0.0230938|0.0280596|0.0124488|0.00256122|0.0274522|0.026305|0.0337255|0.00134044|0.0128045,0.0409649|0.0198945|0.0327137|0.0383958|0.000827371|0.00829708|0.0363346|0.0417516|0.0294959|0.0394843|0.0405386|0.00954544,0.981638|0.949351|0.907323|0.961775|0.986668|0.969825|0.952475|0.954886|0.984489|0.977255|0.985971|0.929525,2.91399|3.59749|0.0485414|4.84998|1.50476|2.44022|5.82665|0.012739|1.56809|0.065578|3.29548|0.400413,30.2686|24.4191|88.6198|37.015|10.4739|81.7362|37.2729|32.9383|55.4093|99.595|65.9961,0.170229|0.190047|0.200895|0.197114|0.171721|0.247907|0.207992|0.167734|0.242874|0.220389|0.222961,0.776444|0.757428|0.836539|0.942894|0.235817|0.827328|0.646488|0.927159|0.378494|0.549818|0.762891,0.944903,0.863722,0.00266564,0.709652,0.606413,0.496136,0.269607,0.522726,0.127674,0.809608,88.8477,8.68103e-10,67107,0.938276,55.5422,8.84242e-13,92086,0.93767,0.909713,0.102313,0.511861,0.0583845,0.516044,0.00156507,0.472035,0.0467938,0.861222,91.7484,2.08356e-13,42167,0.936721,87.6782,8.80069e-11,96869
25,5,n1->n2->n12->n13->n14->n15->n5->n6->n7->n8->n9->n10,7.09351e+09|3.01708e+12|8.55032e+09|2.29566e+11|8.9166e+13|5.48556e+11|7.4506e+11|1.09585e+13|1.1873e+13|1.16359e+09|1.11433e+09|7.22055e+10,1.31666e+09|1.67644e+12|5.491e+09|5.09994e+10|5.23347e+13|2.18735e+11|1.22551e+11|4.08196e+12|7.47884e+12|1.88088e+08|1.08648e+09|3.63854e+10,3.77967e-05|6.9845e-05|1.51507e-05|2.05822e-05|4.72423e-05|0.00088231|0.0001273|1.21932e-05|1.58054e-05|0.000676475|0.000113463|1.1086e-05,0.00522178|0.000401889|0.000157244|0.00205044|0.00852856|0.00020221|0.000695762|0.00319034|0.00233156|0.000264756|0.000134093|0.00627815,0.0101688|0.0230938|0.012485|0.0320716|0.0227466|0.0173563|0.00256122|0.0274522|0.026305|0.0337255|0.00134044|0.0128045,0.0409649|0.0383958|0.0327137|0.00609464|0.0190166|0.0210508|0.0363346|0.0417516|0.0294959|0.0394843|0.0405386|0.00954544,0.981638|0.961775|0.907323|0.921831|0.989707|0.993546|0.952475|0.954886|0.984489|0.977255|0.985971|0.929525,2.91399|4.84998|0.0485414|2.29323|4.62553|0.529007|5.82665|0.012739|1.56809|0.065578|3.29548|0.400413,79.8117|88.6198|13.9548|56.34|92.5451|35.0583|37.2729|32.9383|55.4093|99.595|65.9961,0.190841|0.200895|0.185169|0.204072|0.17162|0.169326|0.207992|0.167734|0.242874|0.220389|0.222961,0.323935|0.836539|0.476138|0.509755|0.641887|0.414082|0.646488|0.927159|0.378494|0.549818|0.762891,0.944903,0.863722,0.00266564,0.709652,0.606413,0.496136,0.269607,0.522726,0.127674,0.809608,88.8477,8.68103e-10,67107,0.938276,55.5422,8.84242e-13,92086,0.93767,0.909713,0.102313,0.511861,0.0583845,0.516044,0.00156507,0.472035,0.0467938,0.861222,91.7484,2.08356e-13,42167,0.936721,87.6782,8.80069e-11,96869
25,6,n1->n11->n12->n13->n3->n4->n5->n6->n7->n8->n9->n10,7.09351e+09|8.86752e+10|8.55032e+09|2.29566e+11|1.37383e+12|2.7702e+09|7.4506e+11|1.09585e+13|1.1873e+13|1.16359e+09|1.11433e+09|7.22055e+10,1.31666e+09|4.5978e+10|5.491e+09|5.09994e+10|7.43078e+11|1.27868e+09|1.22551e+11|4.08196e+12|7.47884e+12|1.88088e+08|1.08648e+09|3.63854e+10,3.77967e-05|9.91774e-05|1.51507e-05|2.05822e-05|2.04804e-05|2.4405e-05|0.0001273|1.21932e-05|1.58054e-05|0.000676475|0.000113463|1.1086e-05,0.00522178|0.00216749|0.000157244|0.00205044|0.000443933|0.00133005|0.000695762|0.00319034|0.00233156|0.000264756|0.000134093|0.00627815,0.0101688|0.0106886|0.012485|0.0320716|0.0280596|0.0124488|0.00256122|0.0274522|0.026305|0.0337255|0.00134044|0.0128045,0.0409649|0.0198945|0.0327137|0.00609464|0.000827371|0.00829708|0.0363346|0.0417516|0.0294959|0.0394843|0.0405386|0.00954544,0.981638|0.949351|0.907323|0.921831|0.986668|0.969825|0.952475|0.954886|0.984489|0.977255|0.985971|0.929525,2.91399|3.59749|0.0485414|2.29323|1.50476|2.44022|5.82665|0.012739|1.56809|0.065578|3.29548|0.400413,30.2686|24.4191|13.9548|83.9106|10.4739|81.7362|37.2729|32.9383|55.4093|99.595|65.9961,0.170229|0.190047|0.185169|0.184589|0.171721|0.247907|0.207992|0.167734|0.242874|0.220389|0.222961,0.776444|0.757428|0.476138|0.272111|0.235817|0.827328|0.646488|0.927159|0.378494|0.549818|0.762891,0.944903,0.863722,0.00266564,0.709652,0.606413,0.496136,0.269607,0.522726,0.127674,0.809608,88.8477,8.68103e-10,67107,0.938276,55.5422,8.84242e-13,92086,0.93767,0.909713,0.102313,0.511861,0.0583845,0.516044,0.00156507,0.472035,0.0467938,0.861222,91.7484,2.08356e-13,42167,0.936721,87.6782,8.80069e-11,96869
25,7,n1->n2->n3->n4->n14->n15->n16->n6->n7->n8->n9->n10,7.09351e+09|3.01708e+12|1.37383e+12|2.7702e+09|8.9166e+13|5.48556e+11|3.61623e+09|1.09585e+13|1.1873e+13|1.16359e+09|1.11433e+09|7.22055e+10,1.31666e+09|1.67644e+12|7.43078e+11|1.27868e+09|5.23347e+13|2.18735e+11|9.8543e+08|4.08196e+12|7.47884e+12|1.88088e+08|1.08648e+09|3.63854e+10,3.77967e-05|6.9845e-05|2.04804e-05|2.4405e-05|4.72423e-05|0.00088231|2.18015e-05|1.21932e-05|1.58054e-05|0.000676475|0.000113463|1.1086e-05,0.00522178|0.000401889|0.000443933|0.00133005|0.00852856|0.00020221|0.0023424|0.00319034|0.00233156|0.000264756|0.000134093|0.00627815,0.0101688|0.0230938|0.0280596|0.0124488|0.0227466|0.0173563|0.0180339|0.0274522|0.026305|0.0337255|0.00134044|0.0128045,0.0409649|0.0383958|0.000827371|0.00829708|0.0190166|0.0210508|0.0423104|0.0417516|0.0294959|0.0394843|0.0405386|0.00954544,0.981638|0.961775|0.986668|0.969825|0.989707|0.993546|0.971118|0.954886|0.984489|0.977255|0.985971|0.929525,2.91399|4.84998|1.50476|2.44022|4.62553|0.529007|2.95817|0.012739|1.56809|0.065578|3.29548|0.400413,79.8117|37.015|10.4739|52.1141|92.5451|56.2706|50.0569|32.9383|55.4093|99.595|65.9961,0.190841|0.197114|0.171721|0.191357|0.17162|0.167884|0.196311|0.167734|0.242874|0.220389|0.222961,0.323935|0.942894|0.235817|0.567841|0.641887|0.410418|0.754315|0.927159|0.378494|0.549818|0.762891,0.944903,0.863722,0.00266564,0.709652,0.606413,0.496136,0.269607,0.522726,0.127674,0.809608,88.8477,8.68103e-10,67107,0.938276,55.5422,8.84242e-13,92086,0.93767,0.909713,0.102313,0.511861,0.0583845,0.516044,0.00156507,0.472035,0.0467938,0.861222,91.7484,2.08356e-13,42167,0.936721,87.6782,8.80069e-11,96869
25,8,n1->n11->n12->n13->n14->n15->n5->n6->n7->n8->n9->n10,7.09351e+09|8.86752e+10|8.55032e+09|2.29566e+11|8.9166e+13|5.48556e+11|7.4506e+11|1.09585e+13|1.1873e+13|1.16359e+09|1.11433e+09|7.22055e+10,1.31666e+09|4.5978e+10|5.491e+09|5.09994e+10|5.23347e+13|2.18735e+11|1.22551e+11|4.08196e+12|7.47884e+12|1.88088e+08|1.08648e+09|3.63854e+10,3.77967e-05|9.91774e-05|1.51507e-05|2.05822e-05|4.72423e-05|0.00088231|0.0001273|1.21932e-05|1.58054e-05|0.000676475|0.000113463|1.1086e-05,0.00522178|0.00216749|0.000157244|0.00205044|0.00852856|0.00020221|0.000695762|0.00319034|0.00233156|0.000264756|0.000134093|0.00627815,0.0101688|0.0106886|0.012485|0.0320716|0.0227466|0.0173563|0.00256122|0.0274522|0.026305|0.0337255|0.00134044|0.0128045,0.0409649|0.0198945|0.0327137|0.00609464|0.0190166|0.0210508|0.0363346|0.0417516|0.0294959|0.0394843|0.0405386|0.00954544,0.981638|0.949351|0.907323|0.921831|0.989707|0.993546|0.952475|0.954886|0.984489|0.977255|0.985971|0.929525,2.91399|3.59749|0.0485414|2.29323|4.62553|0.529007|5.82665|0.012739|1.56809|0.065578|3.29548|0.400413,30.2686|24.4191|13.9548|56.34|92.5451|35.0583|37.2729|32.9383|55.4093|99.595|65.9961,0.170229|0.190047|0.185169|0.204072|0.17162|0.169326|0.207992|0.167734|0.242874|0.220389|0.222961,0.776444|0.757428|0.476138|0.509755|0.641887|0.414082|0.646488|0.927159|0.378494|0.549818|0.762891,0.944903,0.863722,0.00266564,0.709652,0.606413,0.496136,0.269607,0.522726,0.127674,0.809608,88.8477,8.68103e-10,67107,0.938276,55.5422,8.84242e-13,92086,0.93767,0.909713,0.102313,0.511861,0.0583845,0.516044,0.00156507,0.472035,0.0467938,0.861222,91.7484,2.08356e-13,42167,0.936721,87.6782,8.80069e-11,96869
25,9,n1->n2->n3->n4->n5->n15->n16->n6->n7->n8->n9->n10,7.09351e+09|3.01708e+12|1.37383e+12|2.7702e+09|7.4506e+11|5.48556e+11|3.61623e+09|1.09585e+13|1.1873e+13|1.16359e+09|1.11433e+09|7.22055e+10,1.31666e+09|1.67644e+12|7.43078e+11|1.27868e+09|1.22551e+11|2.18735e+11|9.8543e+08|4.08196e+12|7.47884e+12|1.88088e+08|1.08648e+09|3.63854e+10,3.77967e-05|6.9845e-05|2.04804e-05|2.4405e-05|0.0001273|0.00088231|2.18015e-05|1.21932e-05|1.58054e-05|0.000676475|0.000113463|1.1086e-05,0.00522178|0.000401889|0.000443933|0.00133005|0.000695762|0.00020221|0.0023424|0.00319034|0.00233156|0.000264756|0.000134093|0.00627815,0.0101688|0.0230938|0.0280596|0.0124488|0.00256122|0.0173563|0.0180339|0.0274522|0.026305|0.0337255|0.00134044|0.0128045,0.0409649|0.0383958|0.000827371|0.00829708|0.0363346|0.0210508|0.0423104|0.0417516|0.0294959|0.0394843|0.0405386|0.00954544,0.981638|0.961775|0.986668|0.969825|0.952475|0.993546|0.971118|0.954886|0.984489|0.977255|0.985971|0.929525,2.91399|4.84998|1.50476|2.44022|5.82665|0.529007|2.95817|0.012739|1.56809|0.065578|3.29548|0.400413,79.8117|37.015|10.4739|81.7362|35.0583|56.2706|50.0569|32.9383|55.4093|99.595|65.9961,0.190841|0.197114|0.171721|0.247907|0.169326|0.167884|0.196311|0.167734|0.242874|0.220389|0.222961,0.323935|0.942894|0.235817|0.827328|0.414082|0.410418|0.754315|0.927159|0.378494|0.549818|0.762891,0.944903,0.863722,0.00266564,0.709652,0.606413,0.496136,0.269607,0.522726,0.127674,0.809608,88.8477,8.68103e-10,67107,0.938276,55.5422,8.84242e-13,92086,0.93767,0.909713,0.102313,0.511861,0.0583845,0.516044,0.00156507,0.472035,0.0467938,0.861222,91.7484,2.08356e-13,42167,0.936721,87.6782,8.80069e-11,96869
25,10,n1->n2->n3->n13->n14->n4->n5->n6->n7->n8->n9->n10,7.09351e+09|3.01708e+12|1.37383e+12|2.29566e+11|8.9166e+13|2.7702e+09|7.4506e+11|1.09585e+13|1.1873e+13|1.16359e+09|1.11433e+09|7.22055e+10,1.31666e+09|1.67644e+12|7.43078e+11|5.09994e+10|5.23347e+13|1.27868e+09|1.22551e+11|4.08196e+12|7.47884e+12|1.88088e+08|1.08648e+09|3.63854e+10,3.77967e-05|6.9845e-05|2.04804e-05|2.05822e-05|4.72423e-05|2.4405e-05|0.0001273|1.21932e-05|1.58054e-05|0.000676475|0.000113463|1.1086e-05,0.00522178|0.000401889|0.000443933|0.00205044|0.00852856|0.00133005|0.000695762|0.00319034|0.00233156|0.000264756|0.000134093|0.00627815,0.0101688|0.0230938|0.0280596|0.0320716|0.0227466|0.0124488|0.00256122|0.0274522|0.026305|0.0337255|0.00134044|0.0128045,0.0409649|0.0383958|0.000827371|0.00609464|0.0190166|0.00829708|0.0363346|0.0417516|0.0294959|0.0394843|0.0405386|0.00954544,0.981638|0.961775|0.986668|0.921831|0.989707|0.969825|0.952475|0.954886|0.984489|0.977255|0.985971|0.929525,2.91399|4.84998|1.50476|2.29323|4.62553|2.44022|5.82665|0.012739|1.56809|0.065578|3.29548|0.400413,79.8117|37.015|83.9106|56.34|52.1141|81.7362|37.2729|32.9383|55.4093|99.595|65.9961,0.190841|0.197114|0.184589|0.204072|0.191357|0.247907|0.207992|0.167734|0.242874|0.220389|0.222961,0.323935|0.942894|0.272111|0.509755|0.567841|0.827328|0.646488|0.927159|0.378494|0.549818|0.762891,0.944903,0.863722,0.00266564,0.709652,0.606413,0.496136,0.269607,0.522726,0.127674,0.809608,88.8477,8.68103e-10,67107,0.938276,55.5422,8.84242e-13,92086,0.93767,0.909713,0.102313,0.511861,0.0583845,0.516044,0.00156507,0.472035,0.0467938,0.861222,91.7484,2.08356e-13,42167,0.936721,87.6782,8.80069e-11,96869
25,11,n1->n2->n3->n13->n14->n15->n16->n6->n7->n8->n9->n10,7.09351e+09|3.01708e+12|1.37383e+12|2.29566e+11|8.9166e+13|5.48556e+11|3.61623e+09|1.09585e+13|1.1873e+13|1.16359e+09|1.11433e+09|7.22055e+10,1.31666e+09|1.67644e+12|7.43078e+11|5.09994e+10|5.23347e+13|2.18735e+11|9.8543e+08|4.08196e+12|7.47884e+12|1.88088e+08|1.08648e+09|3.63854e+10,3.77967e-05|6.9845e-05|2.04804e-05|2.05822e-05|4.72423e-05|0.00088231|2.18015e-05|1.21932e-05|1.58054e-05|0.000676475|0.000113463|1.1086e-05,0.00522178|0.000401889|0.000443933|0.00205044|0.00852856|0.00020221|0.0023424|0.00319034|0.00233156|0.000264756|0.000134093|0.00627815,0.0101688|0.0230938|0.0280596|0.0320716|0.0227466|0.0173563|0.0180339|0.0274522|0.026305|0.0337255|0.00134044|0.0128045,0.0409649|0.0383958|0.000827371|0.00609464|0.0190166|0.0210508|0.0423104|0.0417516|0.0294959|0.0394843|0.0405386|0.00954544,0.981638|0.961775|0.986668|0.921831|0.989707|0.993546|0.971118|0.954886|0.984489|0.977255|0.985971|0.929525,2.91399|4.84998|1.50476|2.29323|4.62553|0.529007|2.95817|0.012739|1.56809|0.065578|3.29548|0.400413,79.8117|37.015|83.9106|56.34|92.5451|56.2706|50.0569|32.9383|55.4093|99.595|65.9961,0.190841|0.197114|0.184589|0.204072|0.17162|0.167884|0.196311|0.167734|0.242874|0.220389|0.222961,0.323935|0.942894|0.272111|0.509755|0.641887|0.410418|0.754315|0.927159|0.378494|0.549818|0.762891,0.944903,0.863722,0.00266564,0.709652,0.606413,0.496136,0.269607,0.522726,0.127674,0.809608,88.8477,8.68103e-10,67107,0.938276,55.5422,8.84242e-13,92086,0.93767,0.909713,0.102313,0.511861,0.0583845,0.516044,0.00156507,0.472035,0.0467938,0.861222,91.7484,2.08356e-13,42167,0.936721,87.6782,8.80069e-11,96869
