DatasetID,PathID,PathString,node_t1,node_t2,node_p_depol_1q,node_p_depol_2q,node_coh1_angle,node_coh2_zz_angle,node_src_visibility,node_src_phase,edge_length,edge_attenuation,edge_insertion_loss_db,d1_coupling_1,d1_coupling_2,d1_mzi_phase_error,d1_mzi_loss_short,d1_mzi_loss_long,d1_bs1_reflectivity,d1_bs1_loss,d1_bs2_reflectivity,d1_bs2_loss,d1_snspd1_efficiency,d1_snspd1_jitter,d1_snspd1_dark,d1_snspd1_dead,d1_snspd2_efficiency,d1_snspd2_jitter,d1_snspd2_dark,d1_snspd2_dead,d2_coupling_1,d2_coupling_2,d2_mzi_phase_error,d2_mzi_loss_short,d2_mzi_loss_long,d2_bs1_reflectivity,d2_bs1_loss,d2_bs2_reflectivity,d2_bs2_loss,d2_snspd1_efficiency,d2_snspd1_jitter,d2_snspd1_dark,d2_snspd1_dead,d2_snspd2_efficiency,d2_snspd2_jitter,d2_snspd2_dark,d2_snspd2_dead
18,1,n1->n2->n3->n4->n5->n6->n7->n8->n9->n10,3.9812e+13|1.94633e+11|1.27665e+09|3.66522e+09|2.25123e+12|1.00082e+12|6.28001e+12|9.6344e+13|1.20387e+11|7.2247e+11,3.25825e+13|4.24779e+10|1.54012e+08|1.84479e+09|9.35571e+11|4.85992e+11|1.19659e+12|2.82243e+13|3.00443e+10|5.5445e+11,2.16677e-05|4.66778e-05|2.46433e-05|0.000869323|2.72567e-05|0.000196302|9.13611e-05|1.48543e-05|1.13924e-05|5.34286e-05,0.000300058|0.00056709|0.00012486|0.000182522|0.00442953|0.00560456|0.00300875|0.000539972|0.00109082|0.000624953,0.0300925|0.00283398|0.0473074|0.00763001|0.00526254|0.0284384|0.031383|0.0244961|0.0237788|0.0432952,0.0168582|0.00199305|0.028418|0.0314332|0.0166287|0.0200642|0.00428445|0.00367143|0.0172943|0.0179047,0.969434|0.968868|0.937432|0.914433|0.970192|0.972778|0.942423|0.982105|0.962574|0.941739,3.28236|1.9535|3.34713|0.792013|3.85726|1.62885|5.10104|3.38532|2.58259|5.03165,79.8117|37.015|10.4739|81.7362|37.2729|32.9383|55.4093|99.595|65.9961,0.237974|0.220949|0.208936|0.180226|0.166272|0.224824|0.173651|0.238501|0.221037,0.888092|0.389073|0.470789|0.494693|0.853677|0.928878|0.594141|0.382634|0.652484,0.853218,0.882208,0.103667,0.785141,0.369561,0.460499,0.105983,0.513047,0.22795,0.958339,96.5748,1.31056e-11,89219,0.847174,60.3687,1.43727e-11,79182,0.954625,0.857069,0.132879,0.891493,0.948242,0.495764,0.296224,0.528491,0.195956,0.877806,85.8188,1.13907e-10,62700,0.979486,32.4515,3.68992e-11,38901
18,2,n1->n2->n12->n13->n14->n4->n5->n6->n7->n8->n9->n10,3.9812e+13|1.94633e+11|1.85318e+11|2.86061e+09|3.7529e+09|3.66522e+09|2.25123e+12|1.00082e+12|6.28001e+12|9.6344e+13|1.20387e+11|7.2247e+11,3.25825e+13|4.24779e+10|3.55823e+10|2.46207e+09|5.07572e+08|1.84479e+09|9.35571e+11|4.85992e+11|1.19659e+12|2.82243e+13|3.00443e+10|5.5445e+11,2.16677e-05|4.66778e-05|1.10059e-05|0.000697129|0.00036436|0.000869323|2.72567e-05|0.000196302|9.13611e-05|1.48543e-05|1.13924e-05|5.34286e-05,0.000300058|0.00056709|0.0008917|0.000650262|0.00159879|0.000182522|0.00442953|0.00560456|0.00300875|0.000539972|0.00109082|0.000624953,0.0300925|0.00283398|0.0323135|0.0209966|0.0149883|0.00763001|0.00526254|0.0284384|0.031383|0.0244961|0.0237788|0.0432952,0.0168582|0.00199305|0.0169117|0.0425518|0.00810367|0.0314332|0.0166287|0.0200642|0.00428445|0.00367143|0.0172943|0.0179047,0.969434|0.968868|0.97377|0.9504|0.911729|0.914433|0.970192|0.972778|0.942423|0.982105|0.962574|0.941739,3.28236|1.9535|0.917684|0.735848|4.65828|0.792013|3.85726|1.62885|5.10104|3.38532|2.58259|5.03165,79.8117|88.6198|13.9548|56.34|52.1141|81.7362|37.2729|32.9383|55.4093|99.595|65.9961,0.237974|0.209749|0.213782|0.202711|0.170597|0.180226|0.166272|0.224824|0.173651|0.238501|0.221037,0.888092|0.585712|0.899102|0.353107|0.911416|0.494693|0.853677|0.928878|0.594141|0.382634|0.652484,0.853218,0.882208,0.103667,0.785141,0.369561,0.460499,0.105983,0.513047,0.22795,0.958339,96.5748,1.31056e-11,89219,0.847174,60.3687,1.43727e-11,79182,0.954625,0.857069,0.132879,0.891493,0.948242,0.495764,0.296224,0.528491,0.195956,0.877806,85.8188,1.13907e-10,62700,0.979486,32.4515,3.68992e-11,38901
18,3,n1->n2->n12->n13->n3->n4->n5->n6->n7->n8->n9->n10,3.9812e+13|1.94633e+11|1.85318e+11|2.86061e+09|1.27665e+09|3.66522e+09|2.25123e+12|1.00082e+12|6.28001e+12|9.6344e+13|1.20387e+11|7.2247e+11,3.25825e+13|4.24779e+10|3.55823e+10|2.46207e+09|1.54012e+08|1.84479e+09|9.35571e+11|4.85992e+11|1.19659e+12|2.82243e+13|3.00443e+10|5.5445e+11,2.16677e-05|4.66778e-05|1.10059e-05|0.000697129|2.46433e-05|0.000869323|2.72567e-05|0.000196302|9.13611e-05|1.48543e-05|1.13924e-05|5.34286e-05,0.000300058|0.00056709|0.0008917|0.000650262|0.00012486|0.000182522|0.00442953|0.00560456|0.00300875|0.000539972|0.00109082|0.000624953,0.0300925|0.00283398|0.0323135|0.0209966|0.0473074|0.00763001|0.00526254|0.0284384|0.031383|0.0244961|0.0237788|0.0432952,0.0168582|0.00199305|0.0169117|0.0425518|0.028418|0.0314332|0.0166287|0.0200642|0.00428445|0.00367143|0.0172943|0.0179047,0.969434|0.968868|0.97377|0.9504|0.937432|0.914433|0.970192|0.972778|0.942423|0.982105|0.962574|0.941739,3.28236|1.9535|0.917684|0.735848|3.34713|0.792013|3.85726|1.62885|5.10104|3.38532|2.58259|5.03165,79.8117|88.6198|13.9548|83.9106|10.4739|81.7362|37.2729|32.9383|55.4093|99.595|65.9961,0.237974|0.209749|0.213782|0.191752|0.208936|0.180226|0.166272|0.224824|0.173651|0.238501|0.221037,0.888092|0.585712|0.899102|0.397319|0.470789|0.494693|0.853677|0.928878|0.594141|0.382634|0.652484,0.853218,0.882208,0.103667,0.785141,0.369561,0.460499,0.105983,0.513047,0.22795,0.958339,96.5748,1.31056e-11,89219,0.847174,60.3687,1.43727e-11,79182,0.954625,0.857069,0.132879,0.891493,0.948242,0.495764,0.296224,0.528491,0.195956,0.877806,85.8188,1.13907e-10,62700,0.979486,32.4515,3.68992e-11,38901
18,4,n1->n11->n12->n2->n3->n4->n5->n6->n7->n8->n9->n10,3.9812e+13|9.10614e+11|1.85318e+11|1.94633e+11|1.27665e+09|3.66522e+09|2.25123e+12|1.00082e+12|6.28001e+12|9.6344e+13|1.20387e+11|7.2247e+11,3.25825e+13|7.82025e+11|3.55823e+10|4.24779e+10|1.54012e+08|1.84479e+09|9.35571e+11|4.85992e+11|1.19659e+12|2.82243e+13|3.00443e+10|5.5445e+11,2.16677e-05|8.73627e-05|1.10059e-05|4.66778e-05|2.46433e-05|0.000869323|2.72567e-05|0.000196302|9.13611e-05|1.48543e-05|1.13924e-05|5.34286e-05,0.000300058|0.000907931|0.0008917|0.00056709|0.00012486|0.000182522|0.00442953|0.00560456|0.00300875|0.000539972|0.00109082|0.000624953,0.0300925|0.00214642|0.0323135|0.00283398|0.0473074|0.00763001|0.00526254|0.0284384|0.031383|0.0244961|0.0237788|0.0432952,0.0168582|0.00986516|0.0169117|0.00199305|0.028418|0.0314332|0.0166287|0.0200642|0.00428445|0.00367143|0.0172943|0.0179047,0.969434|0.9513|0.97377|0.968868|0.937432|0.914433|0.970192|0.972778|0.942423|0.982105|0.962574|0.941739,3.28236|1.17565|0.917684|1.9535|3.34713|0.792013|3.85726|1.62885|5.10104|3.38532|2.58259|5.03165,30.2686|24.4191|88.6198|37.015|10.4739|81.7362|37.2729|32.9383|55.4093|99.595|65.9961,0.221232|0.222056|0.209749|0.220949|0.208936|0.180226|0.166272|0.224824|0.173651|0.238501|0.221037,0.515068|0.353141|0.585712|0.389073|0.470789|0.494693|0.853677|0.928878|0.594141|0.382634|0.652484,0.853218,0.882208,0.103667,0.785141,0.369561,0.460499,0.105983,0.513047,0.22795,0.958339,96.5748,1.31056e-11,89219,0.847174,60.3687,1.43727e-11,79182,0.954625,0.857069,0.132879,0.891493,0.948242,0.495764,0.296224,0.528491,0.195956,0.877806,85.8188,1.13907e-10,62700,0.979486,32.4515,3.68992e-11,38901
18,5,n1->n2->n12->n13->n14->n15->n5->n6->n7->n8->n9->n10,3.9812e+13|1.94633e+11|1.85318e+11|2.86061e+09|3.7529e+09|2.68728e+13|2.25123e+12|1.00082e+12|6.28001e+12|9.6344e+13|1.20387e+11|7.2247e+11,3.25825e+13|4.24779e+10|3.55823e+10|2.46207e+09|5.07572e+08|9.12833e+12|9.35571e+11|4.85992e+11|1.19659e+12|2.82243e+13|3.00443e+10|5.5445e+11,2.16677e-05|4.66778e-05|1.10059e-05|0.000697129|0.00036436|0.000351091|2.72567e-05|0.000196302|9.13611e-05|1.48543e-05|1.13924e-05|5.34286e-05,0.000300058|0.00056709|0.0008917|0.000650262|0.00159879|0.000368347|0.00442953|0.00560456|0.00300875|0.000539972|0.00109082|0.000624953,0.0300925|0.00283398|0.0323135|0.0209966|0.0149883|0.0292832|0.00526254|0.0284384|0.031383|0.0244961|0.0237788|0.0432952,0.0168582|0.00199305|0.0169117|0.0425518|0.00810367|0.0219019|0.0166287|0.0200642|0.00428445|0.00367143|0.0172943|0.0179047,0.969434|0.968868|0.97377|0.9504|0.911729|0.908331|0.970192|0.972778|0.942423|0.982105|0.962574|0.941739,3.28236|1.9535|0.917684|0.735848|4.65828|3.06222|3.85726|1.62885|5.10104|3.38532|2.58259|5.03165,79.8117|88.6198|13.9548|56.34|92.5451|35.0583|37.2729|32.9383|55.4093|99.595|65.9961,0.237974|0.209749|0.213782|0.202711|0.196923|0.181712|0.166272|0.224824|0.173651|0.238501|0.221037,0.888092|0.585712|0.899102|0.353107|0.860183|0.867897|0.853677|0.928878|0.594141|0.382634|0.652484,0.853218,0.882208,0.103667,0.785141,0.369561,0.460499,0.105983,0.513047,0.22795,0.958339,96.5748,1.31056e-11,89219,0.847174,60.3687,1.43727e-11,79182,0.954625,0.857069,0.132879,0.891493,0.948242,0.495764,0.296224,0.528491,0.195956,0.877806,85.8188,1.13907e-10,62700,0.979486,32.4515,3.68992e-11,38901
18,6,n1->n11->n12->n13->n3->n4->n5->n6->n7->n8->n9->n10,3.9812e+13|9.10614e+11|1.85318e+11|2.86061e+09|1.27665e+09|3.66522e+09|2.25123e+12|1.00082e+12|6.28001e+12|9.6344e+13|1.20387e+11|7.2247e+11,3.25825e+13|7.82025e+11|3.55823e+10|2.46207e+09|1.54012e+08|1.84479e+09|9.35571e+11|4.85992e+11|1.19659e+12|2.82243e+13|3.00443e+10|5.5445e+11,2.16677e-05|8.73627e-05|1.10059e-05|0.000697129|2.46433e-05|0.000869323|2.72567e-05|0.000196302|9.13611e-05|1.48543e-05|1.13924e-05|5.34286e-05,0.000300058|0.000907931|0.0008917|0.000650262|0.00012486|0.000182522|0.00442953|0.00560456|0.00300875|0.000539972|0.00109082|0.000624953,0.0300925|0.00214642|0.0323135|0.0209966|0.0473074|0.00763001|0.00526254|0.0284384|0.031383|0.0244961|0.0237788|0.0432952,0.0168582|0.00986516|0.0169117|0.0425518|0.028418|0.0314332|0.0166287|0.0200642|0.00428445|0.00367143|0.0172943|0.0179047,0.969434|0.9513|0.97377|0.9504|0.937432|0.914433|0.970192|0.972778|0.942423|0.982105|0.962574|0.941739,3.28236|1.17565|0.917684|0.735848|3.34713|0.792013|3.85726|1.62885|5.10104|3.38532|2.58259|5.03165,30.2686|24.4191|13.9548|83.9106|10.4739|81.7362|37.2729|32.9383|55.4093|99.595|65.9961,0.221232|0.222056|0.213782|0.191752|0.208936|0.180226|0.166272|0.224824|0.173651|0.238501|0.221037,0.515068|0.353141|0.899102|0.397319|0.470789|0.494693|0.853677|0.928878|0.594141|0.382634|0.652484,0.853218,0.882208,0.103667,0.785141,0.369561,0.460499,0.105983,0.513047,0.22795,0.958339,96.5748,1.31056e-11,89219,0.847174,60.3687,1.43727e-11,79182,0.954625,0.857069,0.132879,0.891493,0.948242,0.495764,0.296224,0.528491,0.195956,0.877806,85.8188,1.13907e-10,62700,0.979486,32.4515,3.68992e-11,38901
18,7,n1->n2->n3->n4->n14->n15->n16->n6->n7->n8->n9->n10,3.9812e+13|1.94633e+11|1.27665e+09|3.66522e+09|3.7529e+09|2.68728e+13|1.7137e+13|1.00082e+12|6.28001e+12|9.6344e+13|1.20387e+11|7.2247e+11,3.25825e+13|4.24779e+10|1.54012e+08|1.84479e+09|5.07572e+08|9.12833e+12|1.93071e+12|4.85992e+11|1.19659e+12|2.82243e+13|3.00443e+10|5.5445e+11,2.16677e-05|4.66778e-05|2.46433e-05|0.000869323|0.00036436|0.000351091|8.99937e-05|0.000196302|9.13611e-05|1.48543e-05|1.13924e-05|5.34286e-05,0.000300058|0.00056709|0.00012486|0.000182522|0.00159879|0.000368347|0.00557861|0.00560456|0.00300875|0.000539972|0.00109082|0.000624953,0.0300925|0.00283398|0.0473074|0.00763001|0.0149883|0.0292832|0.0395036|0.0284384|0.031383|0.0244961|0.0237788|0.0432952,0.0168582|0.00199305|0.028418|0.0314332|0.00810367|0.0219019|0.0246725|0.0200642|0.00428445|0.00367143|0.0172943|0.0179047,0.969434|0.968868|0.937432|0.914433|0.911729|0.908331|0.916278|0.972778|0.942423|0.982105|0.962574|0.941739,3.28236|1.9535|3.34713|0.792013|4.65828|3.06222|5.33145|1.62885|5.10104|3.38532|2.58259|5.03165,79.8117|37.015|10.4739|52.1141|92.5451|56.2706|50.0569|32.9383|55.4093|99.595|65.9961,0.237974|0.220949|0.208936|0.170597|0.196923|0.19581|0.238321|0.224824|0.173651|0.238501|0.221037,0.888092|0.389073|0.470789|0.911416|0.860183|0.330421|0.730979|0.928878|0.594141|0.382634|0.652484,0.853218,0.882208,0.103667,0.785141,0.369561,0.460499,0.105983,0.513047,0.22795,0.958339,96.5748,1.31056e-11,89219,0.847174,60.3687,1.43727e-11,79182,0.954625,0.857069,0.132879,0.891493,0.948242,0.495764,0.296224,0.528491,0.195956,0.877806,85.8188,1.13907e-10,62700,0.979486,32.4515,3.68992e-11,38901
18,8,n1->n11->n12->n13->n14->n15->n5->n6->n7->n8->n9->n10,3.9812e+13|9.10614e+11|1.85318e+11|2.86061e+09|3.7529e+09|2.68728e+13|2.25123e+12|1.00082e+12|6.28001e+12|9.6344e+13|1.20387e+11|7.2247e+11,3.25825e+13|7.82025e+11|3.55823e+10|2.46207e+09|5.07572e+08|9.12833e+12|9.35571e+11|4.85992e+11|1.19659e+12|2.82243e+13|3.00443e+10|5.5445e+11,2.16677e-05|8.73627e-05|1.10059e-05|0.000697129|0.00036436|0.000351091|2.72567e-05|0.000196302|9.13611e-05|1.48543e-05|1.13924e-05|5.34286e-05,0.000300058|0.000907931|0.0008917|0.000650262|0.00159879|0.000368347|0.00442953|0.00560456|0.00300875|0.000539972|0.00109082|0.000624953,0.0300925|0.00214642|0.0323135|0.0209966|0.0149883|0.0292832|0.00526254|0.0284384|0.031383|0.0244961|0.0237788|0.0432952,0.0168582|0.00986516|0.0169117|0.0425518|0.00810367|0.0219019|0.0166287|0.0200642|0.00428445|0.00367143|0.0172943|0.0179047,0.969434|0.9513|0.97377|0.9504|0.911729|0.908331|0.970192|0.972778|0.942423|0.982105|0.962574|0.941739,3.28236|1.17565|0.917684|0.735848|4.65828|3.06222|3.85726|1.62885|5.10104|3.38532|2.58259|5.03165,30.2686|24.4191|13.9548|56.34|92.5451|35.0583|37.2729|32.9383|55.4093|99.595|65.9961,0.221232|0.222056|0.213782|0.202711|0.196923|0.181712|0.166272|0.224824|0.173651|0.238501|0.221037,0.515068|0.353141|0.899102|0.353107|0.860183|0.867897|0.853677|0.928878|0.594141|0.382634|0.652484,0.853218,0.882208,0.103667,0.785141,0.369561,0.460499,0.105983,0.513047,0.22795,0.958339,96.5748,1.31056e-11,89219,0.847174,60.3687,1.43727e-11,79182,0.954625,0.857069,0.132879,0.891493,0.948242,0.495764,0.296224,0.528491,0.195956,0.877806,85.8188,1.13907e-10,62700,0.979486,32.4515,3.68992e-11,38901
18,9,n1->n2->n3->n4->n5->n15->n16->n6->n7->n8->n9->n10,3.9812e+13|1.94633e+11|1.27665e+09|3.66522e+09|2.25123e+12|2.68728e+13|1.7137e+13|1.00082e+12|6.28001e+12|9.6344e+13|1.20387e+11|7.2247e+11,3.25825e+13|4.24779e+10|1.54012e+08|1.84479e+09|9.35571e+11|9.12833e+12|1.93071e+12|4.85992e+11|1.19659e+12|2.82243e+13|3.00443e+10|5.5445e+11,2.16677e-05|4.66778e-05|2.46433e-05|0.000869323|2.72567e-05|0.000351091|8.99937e-05|0.000196302|9.13611e-05|1.48543e-05|1.13924e-05|5.34286e-05,0.000300058|0.00056709|0.00012486|0.000182522|0.00442953|0.000368347|0.00557861|0.00560456|0.00300875|0.000539972|0.00109082|0.000624953,0.0300925|0.00283398|0.0473074|0.00763001|0.00526254|0.0292832|0.0395036|0.0284384|0.031383|0.0244961|0.0237788|0.0432952,0.0168582|0.00199305|0.028418|0.0314332|0.0166287|0.0219019|0.0246725|0.0200642|0.00428445|0.00367143|0.0172943|0.0179047,0.969434|0.968868|0.937432|0.914433|0.970192|0.908331|0.916278|0.972778|0.942423|0.982105|0.962574|0.941739,3.28236|1.9535|3.34713|0.792013|3.85726|3.06222|5.33145|1.62885|5.10104|3.38532|2.58259|5.03165,79.8117|37.015|10.4739|81.7362|35.0583|56.2706|50.0569|32.9383|55.4093|99.595|65.9961,0.237974|0.220949|0.208936|0.180226|0.181712|0.19581|0.238321|0.224824|0.173651|0.238501|0.221037,0.888092|0.389073|0.470789|0.494693|0.867897|0.330421|0.730979|0.928878|0.594141|0.382634|0.652484,0.853218,0.882208,0.103667,0.785141,0.369561,0.460499,0.105983,0.513047,0.22795,0.958339,96.5748,1.31056e-11,89219,0.847174,60.3687,1.43727e-11,79182,0.954625,0.857069,0.132879,0.891493,0.948242,0.495764,0.296224,0.528491,0.195956,0.877806,85.8188,1.13907e-10,62700,0.979486,32.4515,3.68992e-11,38901
18,10,n1->n2->n3->n13->n14->n15->n16->n6->n7->n8->n9->n10,3.9812e+13|1.94633e+11|1.27665e+09|2.86061e+09|3.7529e+09|2.68728e+13|1.7137e+13|1.00082e+12|6.28001e+12|9.6344e+13|1.20387e+11|7.2247e+11,3.25825e+13|4.24779e+10|1.54012e+08|2.46207e+09|5.07572e+08|9.12833e+12|1.93071e+12|4.85992e+11|1.19659e+12|2.82243e+13|3.00443e+10|5.5445e+11,2.16677e-05|4.66778e-05|2.46433e-05|0.000697129|0.00036436|0.000351091|8.99937e-05|0.000196302|9.13611e-05|1.48543e-05|1.13924e-05|5.34286e-05,0.000300058|0.00056709|0.00012486|0.000650262|0.00159879|0.000368347|0.00557861|0.00560456|0.00300875|0.000539972|0.00109082|0.000624953,0.0300925|0.00283398|0.0473074|0.0209966|0.0149883|0.0292832|0.0395036|0.0284384|0.031383|0.0244961|0.0237788|0.0432952,0.0168582|0.00199305|0.028418|0.0425518|0.00810367|0.0219019|0.0246725|0.0200642|0.00428445|0.00367143|0.0172943|0.0179047,0.969434|0.968868|0.937432|0.9504|0.911729|0.908331|0.916278|0.972778|0.942423|0.982105|0.962574|0.941739,3.28236|1.9535|3.34713|0.735848|4.65828|3.06222|5.33145|1.62885|5.10104|3.38532|2.58259|5.03165,79.8117|37.015|83.9106|56.34|92.5451|56.2706|50.0569|32.9383|55.4093|99.595|65.9961,0.237974|0.220949|0.191752|0.202711|0.196923|0.19581|0.238321|0.224824|0.173651|0.238501|0.221037,0.888092|0.389073|0.397319|0.353107|0.860183|0.330421|0.730979|0.928878|0.594141|0.382634|0.652484,0.853218,0.882208,0.103667,0.785141,0.369561,0.460499,0.105983,0.513047,0.22795,0.958339,96.5748,1.31056e-11,89219,0.847174,60.3687,1.43727e-11,79182,0.954625,0.857069,0.132879,0.891493,0.948242,0.495764,0.296224,0.528491,0.195956,0.877806,85.8188,1.13907e-10,62700,0.979486,32.4515,3.68992e-11,38901
18,11,n1->n2->n3->n4->n5->n15->n16->n17->n7->n8->n9->n10,3.9812e+13|1.94633e+11|1.27665e+09|3.66522e+09|2.25123e+12|2.68728e+13|1.7137e+13|5.83006e+09|6.28001e+12|9.6344e+13|1.20387e+11|7.2247e+11,3.25825e+13|4.24779e+10|1.54012e+08|1.84479e+09|9.35571e+11|9.12833e+12|1.93071e+12|1.10279e+09|1.19659e+12|2.82243e+13|3.00443e+10|5.5445e+11,2.16677e-05|4.66778e-05|2.46433e-05|0.000869323|2.72567e-05|0.000351091|8.99937e-05|1.77235e-05|9.13611e-05|1.48543e-05|1.13924e-05|5.34286e-05,0.000300058|0.00056709|0.00012486|0.000182522|0.00442953|0.000368347|0.00557861|0.000827977|0.00300875|0.000539972|0.00109082|0.000624953,0.0300925|0.00283398|0.0473074|0.00763001|0.00526254|0.0292832|0.0395036|0.0314599|0.031383|0.0244961|0.0237788|0.0432952,0.0168582|0.00199305|0.028418|0.0314332|0.0166287|0.0219019|0.0246725|0.0413559|0.00428445|0.00367143|0.0172943|0.0179047,0.969434|0.968868|0.937432|0.914433|0.970192|0.908331|0.916278|0.943827|0.942423|0.982105|0.962574|0.941739,3.28236|1.9535|3.34713|0.792013|3.85726|3.06222|5.33145|6.09922|5.10104|3.38532|2.58259|5.03165,79.8117|37.015|10.4739|81.7362|35.0583|56.2706|32.2763|59.8148|55.4093|99.595|65.9961,0.237974|0.220949|0.208936|0.180226|0.181712|0.19581|0.245753|0.190585|0.173651|0.238501|0.221037,0.888092|0.389073|0.470789|0.494693|0.867897|0.330421|0.13795|0.897198|0.594141|0.382634|0.652484,0.853218,0.882208,0.103667,0.785141,0.369561,0.460499,0.105983,0.513047,0.22795,0.958339,96.5748,1.31056e-11,89219,0.847174,60.3687,1.43727e-11,79182,0.954625,0.857069,0.132879,0.891493,0.948242,0.495764,0.296224,0.528491,0.195956,0.877806,85.8188,1.13907e-10,62700,0.979486,32.4515,3.68992e-11,38901
