DatasetID,PathID,PathString,node_t1,node_t2,node_p_depol_1q,node_p_depol_2q,node_coh1_angle,node_coh2_zz_angle,node_src_visibility,node_src_phase,edge_length,edge_attenuation,edge_insertion_loss_db,d1_coupling_1,d1_coupling_2,d1_mzi_phase_error,d1_mzi_loss_short,d1_mzi_loss_long,d1_bs1_reflectivity,d1_bs1_loss,d1_bs2_reflectivity,d1_bs2_loss,d1_snspd1_efficiency,d1_snspd1_jitter,d1_snspd1_dark,d1_snspd1_dead,d1_snspd2_efficiency,d1_snspd2_jitter,d1_snspd2_dark,d1_snspd2_dead,d2_coupling_1,d2_coupling_2,d2_mzi_phase_error,d2_mzi_loss_short,d2_mzi_loss_long,d2_bs1_reflectivity,d2_bs1_loss,d2_bs2_reflectivity,d2_bs2_loss,d2_snspd1_efficiency,d2_snspd1_jitter,d2_snspd1_dark,d2_snspd1_dead,d2_snspd2_efficiency,d2_snspd2_jitter,d2_snspd2_dark,d2_snspd2_dead
7,1,n1->n2->n3->n4->n5->n6->n7->n8->n9->n10,3.00404e+13|3.30326e+11|2.51637e+13|5.19663e+13|5.16898e+10|2.5768e+13|6.61732e+12|3.56515e+09|5.76717e+13|1.84599e+12,4.34899e+12|4.87974e+10|1.20723e+13|3.73718e+13|1.84025e+10|1.13857e+13|1.34423e+12|2.20969e+09|4.50387e+13|5.88715e+11,2.20593e-05|0.000150149|0.000235236|4.65401e-05|0.000380256|0.00033585|4.39527e-05|0.000765253|0.000204857|6.01787e-05,0.00633895|0.00466227|0.00100075|0.000153837|0.000293754|0.00369855|0.000669129|0.000152009|0.00126725|0.00101454,0.0242308|0.0466207|0.0318488|0.0140069|0.0482045|0.021023|0.043186|0.00764741|0.0459616|0.0261239,0.0186446|0.0412655|0.014719|0.0421418|0.0296199|0.0399306|0.0011028|0.0487049|0.032776|0.0180416,0.952597|0.917952|0.908437|0.962302|0.90075|0.989066|0.941223|0.918796|0.962548|0.942571,6.1663|4.47725|5.20069|6.07392|0.158043|1.08178|4.27287|0.495993|5.30103|5.03831,79.8117|37.015|10.4739|81.7362|37.2729|32.9383|55.4093|99.595|65.9961,0.206816|0.210886|0.174627|0.162628|0.182098|0.172139|0.248326|0.247994|0.164414,0.332644|0.320755|0.966142|0.858929|0.770624|0.198275|0.993536|0.395032|0.843193,0.823926,0.95139,0.0501489,0.117049,0.421933,0.504875,0.0617885,0.490527,0.190703,0.903761,75.0845,2.21625e-10,46823,0.876134,54.7023,1.84253e-11,19749,0.862527,0.834378,0.0578779,0.973354,0.582731,0.492938,0.169781,0.516908,0.130486,0.880588,73.1261,1.75166e-13,58607,0.898519,78.1077,8.52274e-10,81618
7,2,n1->n2->n12->n13->n14->n4->n5->n6->n7->n8->n9->n10,3.00404e+13|3.30326e+11|1.24762e+09|9.91228e+12|6.27509e+09|5.19663e+13|5.16898e+10|2.5768e+13|6.61732e+12|3.56515e+09|5.76717e+13|1.84599e+12,4.34899e+12|4.87974e+10|1.86352e+08|5.06921e+12|5.15166e+09|3.73718e+13|1.84025e+10|1.13857e+13|1.34423e+12|2.20969e+09|4.50387e+13|5.88715e+11,2.20593e-05|0.000150149|0.000450723|2.59449e-05|0.000129815|4.65401e-05|0.000380256|0.00033585|4.39527e-05|0.000765253|0.000204857|6.01787e-05,0.00633895|0.00466227|0.00126271|0.00730137|0.000102845|0.000153837|0.000293754|0.00369855|0.000669129|0.000152009|0.00126725|0.00101454,0.0242308|0.0466207|0.0386825|0.0202101|0.000914227|0.0140069|0.0482045|0.021023|0.043186|0.00764741|0.0459616|0.0261239,0.0186446|0.0412655|0.0419088|0.0443805|0.0388816|0.0421418|0.0296199|0.0399306|0.0011028|0.0487049|0.032776|0.0180416,0.952597|0.917952|0.989487|0.957486|0.915384|0.962302|0.90075|0.989066|0.941223|0.918796|0.962548|0.942571,6.1663|4.47725|0.398509|3.30965|3.76198|6.07392|0.158043|1.08178|4.27287|0.495993|5.30103|5.03831,79.8117|88.6198|13.9548|56.34|52.1141|81.7362|37.2729|32.9383|55.4093|99.595|65.9961,0.206816|0.186425|0.170437|0.230897|0.216325|0.162628|0.182098|0.172139|0.248326|0.247994|0.164414,0.332644|0.549125|0.374611|0.964918|0.474765|0.858929|0.770624|0.198275|0.993536|0.395032|0.843193,0.823926,0.95139,0.0501489,0.117049,0.421933,0.504875,0.0617885,0.490527,0.190703,0.903761,75.0845,2.21625e-10,46823,0.876134,54.7023,1.84253e-11,19749,0.862527,0.834378,0.0578779,0.973354,0.582731,0.492938,0.169781,0.516908,0.130486,0.880588,73.1261,1.75166e-13,58607,0.898519,78.1077,8.52274e-10,81618
7,3,n1->n2->n12->n13->n3->n4->n5->n6->n7->n8->n9->n10,3.00404e+13|3.30326e+11|1.24762e+09|9.91228e+12|2.51637e+13|5.19663e+13|5.16898e+10|2.5768e+13|6.61732e+12|3.56515e+09|5.76717e+13|1.84599e+12,4.34899e+12|4.87974e+10|1.86352e+08|5.06921e+12|1.20723e+13|3.73718e+13|1.84025e+10|1.13857e+13|1.34423e+12|2.20969e+09|4.50387e+13|5.88715e+11,2.20593e-05|0.000150149|0.000450723|2.59449e-05|0.000235236|4.65401e-05|0.000380256|0.00033585|4.39527e-05|0.000765253|0.000204857|6.01787e-05,0.00633895|0.00466227|0.00126271|0.00730137|0.00100075|0.000153837|0.000293754|0.00369855|0.000669129|0.000152009|0.00126725|0.00101454,0.0242308|0.0466207|0.0386825|0.0202101|0.0318488|0.0140069|0.0482045|0.021023|0.043186|0.00764741|0.0459616|0.0261239,0.0186446|0.0412655|0.0419088|0.0443805|0.014719|0.0421418|0.0296199|0.0399306|0.0011028|0.0487049|0.032776|0.0180416,0.952597|0.917952|0.989487|0.957486|0.908437|0.962302|0.90075|0.989066|0.941223|0.918796|0.962548|0.942571,6.1663|4.47725|0.398509|3.30965|5.20069|6.07392|0.158043|1.08178|4.27287|0.495993|5.30103|5.03831,79.8117|88.6198|13.9548|83.9106|10.4739|81.7362|37.2729|32.9383|55.4093|99.595|65.9961,0.206816|0.186425|0.170437|0.200225|0.174627|0.162628|0.182098|0.172139|0.248326|0.247994|0.164414,0.332644|0.549125|0.374611|0.417051|0.966142|0.858929|0.770624|0.198275|0.993536|0.395032|0.843193,0.823926,0.95139,0.0501489,0.117049,0.421933,0.504875,0.0617885,0.490527,0.190703,0.903761,75.0845,2.21625e-10,46823,0.876134,54.7023,1.84253e-11,19749,0.862527,0.834378,0.0578779,0.973354,0.582731,0.492938,0.169781,0.516908,0.130486,0.880588,73.1261,1.75166e-13,58607,0.898519,78.1077,8.52274e-10,81618
7,4,n1->n11->n12->n2->n3->n4->n5->n6->n7->n8->n9->n10,3.00404e+13|1.20939e+11|1.24762e+09|3.30326e+11|2.51637e+13|5.19663e+13|5.16898e+10|2.5768e+13|6.61732e+12|3.56515e+09|5.76717e+13|1.84599e+12,4.34899e+12|1.2827e+10|1.86352e+08|4.87974e+10|1.20723e+13|3.73718e+13|1.84025e+10|1.13857e+13|1.34423e+12|2.20969e+09|4.50387e+13|5.88715e+11,2.20593e-05|3.68162e-05|0.000450723|0.000150149|0.000235236|4.65401e-05|0.000380256|0.00033585|4.39527e-05|0.000765253|0.000204857|6.01787e-05,0.00633895|0.000290726|0.00126271|0.00466227|0.00100075|0.000153837|0.000293754|0.00369855|0.000669129|0.000152009|0.00126725|0.00101454,0.0242308|0.0396791|0.0386825|0.0466207|0.0318488|0.0140069|0.0482045|0.021023|0.043186|0.00764741|0.0459616|0.0261239,0.0186446|0.0224647|0.0419088|0.0412655|0.014719|0.0421418|0.0296199|0.0399306|0.0011028|0.0487049|0.032776|0.0180416,0.952597|0.92663|0.989487|0.917952|0.908437|0.962302|0.90075|0.989066|0.941223|0.918796|0.962548|0.942571,6.1663|5.09381|0.398509|4.47725|5.20069|6.07392|0.158043|1.08178|4.27287|0.495993|5.30103|5.03831,30.2686|24.4191|88.6198|37.015|10.4739|81.7362|37.2729|32.9383|55.4093|99.595|65.9961,0.203801|0.165933|0.186425|0.210886|0.174627|0.162628|0.182098|0.172139|0.248326|0.247994|0.164414,0.231522|0.813401|0.549125|0.320755|0.966142|0.858929|0.770624|0.198275|0.993536|0.395032|0.843193,0.823926,0.95139,0.0501489,0.117049,0.421933,0.504875,0.0617885,0.490527,0.190703,0.903761,75.0845,2.21625e-10,46823,0.876134,54.7023,1.84253e-11,19749,0.862527,0.834378,0.0578779,0.973354,0.582731,0.492938,0.169781,0.516908,0.130486,0.880588,73.1261,1.75166e-13,58607,0.898519,78.1077,8.52274e-10,81618
7,5,n1->n2->n12->n13->n14->n15->n5->n6->n7->n8->n9->n10,3.00404e+13|3.30326e+11|1.24762e+09|9.91228e+12|6.27509e+09|2.54337e+12|5.16898e+10|2.5768e+13|6.61732e+12|3.56515e+09|5.76717e+13|1.84599e+12,4.34899e+12|4.87974e+10|1.86352e+08|5.06921e+12|5.15166e+09|4.83922e+11|1.84025e+10|1.13857e+13|1.34423e+12|2.20969e+09|4.50387e+13|5.88715e+11,2.20593e-05|0.000150149|0.000450723|2.59449e-05|0.000129815|0.000137603|0.000380256|0.00033585|4.39527e-05|0.000765253|0.000204857|6.01787e-05,0.00633895|0.00466227|0.00126271|0.00730137|0.000102845|0.000302355|0.000293754|0.00369855|0.000669129|0.000152009|0.00126725|0.00101454,0.0242308|0.0466207|0.0386825|0.0202101|0.000914227|0.0473158|0.0482045|0.021023|0.043186|0.00764741|0.0459616|0.0261239,0.0186446|0.0412655|0.0419088|0.0443805|0.0388816|0.0430085|0.0296199|0.0399306|0.0011028|0.0487049|0.032776|0.0180416,0.952597|0.917952|0.989487|0.957486|0.915384|0.927364|0.90075|0.989066|0.941223|0.918796|0.962548|0.942571,6.1663|4.47725|0.398509|3.30965|3.76198|3.32264|0.158043|1.08178|4.27287|0.495993|5.30103|5.03831,79.8117|88.6198|13.9548|56.34|92.5451|35.0583|37.2729|32.9383|55.4093|99.595|65.9961,0.206816|0.186425|0.170437|0.230897|0.162606|0.245093|0.182098|0.172139|0.248326|0.247994|0.164414,0.332644|0.549125|0.374611|0.964918|0.327689|0.442729|0.770624|0.198275|0.993536|0.395032|0.843193,0.823926,0.95139,0.0501489,0.117049,0.421933,0.504875,0.0617885,0.490527,0.190703,0.903761,75.0845,2.21625e-10,46823,0.876134,54.7023,1.84253e-11,19749,0.862527,0.834378,0.0578779,0.973354,0.582731,0.492938,0.169781,0.516908,0.130486,0.880588,73.1261,1.75166e-13,58607,0.898519,78.1077,8.52274e-10,81618
7,6,n1->n11->n12->n13->n3->n4->n5->n6->n7->n8->n9->n10,3.00404e+13|1.20939e+11|1.24762e+09|9.91228e+12|2.51637e+13|5.19663e+13|5.16898e+10|2.5768e+13|6.61732e+12|3.56515e+09|5.76717e+13|1.84599e+12,4.34899e+12|1.2827e+10|1.86352e+08|5.06921e+12|1.20723e+13|3.73718e+13|1.84025e+10|1.13857e+13|1.34423e+12|2.20969e+09|4.50387e+13|5.88715e+11,2.20593e-05|3.68162e-05|0.000450723|2.59449e-05|0.000235236|4.65401e-05|0.000380256|0.00033585|4.39527e-05|0.000765253|0.000204857|6.01787e-05,0.00633895|0.000290726|0.00126271|0.00730137|0.00100075|0.000153837|0.000293754|0.00369855|0.000669129|0.000152009|0.00126725|0.00101454,0.0242308|0.0396791|0.0386825|0.0202101|0.0318488|0.0140069|0.0482045|0.021023|0.043186|0.00764741|0.0459616|0.0261239,0.0186446|0.0224647|0.0419088|0.0443805|0.014719|0.0421418|0.0296199|0.0399306|0.0011028|0.0487049|0.032776|0.0180416,0.952597|0.92663|0.989487|0.957486|0.908437|0.962302|0.90075|0.989066|0.941223|0.918796|0.962548|0.942571,6.1663|5.09381|0.398509|3.30965|5.20069|6.07392|0.158043|1.08178|4.27287|0.495993|5.30103|5.03831,30.2686|24.4191|13.9548|83.9106|10.4739|81.7362|37.2729|32.9383|55.4093|99.595|65.9961,0.203801|0.165933|0.170437|0.200225|0.174627|0.162628|0.182098|0.172139|0.248326|0.247994|0.164414,0.231522|0.813401|0.374611|0.417051|0.966142|0.858929|0.770624|0.198275|0.993536|0.395032|0.843193,0.823926,0.95139,0.0501489,0.117049,0.421933,0.504875,0.0617885,0.490527,0.190703,0.903761,75.0845,2.21625e-10,46823,0.876134,54.7023,1.84253e-11,19749,0.862527,0.834378,0.0578779,0.973354,0.582731,0.492938,0.169781,0.516908,0.130486,0.880588,73.1261,1.75166e-13,58607,0.898519,78.1077,8.52274e-10,81618
7,7,n1->n2->n3->n4->n14->n15->n16->n6->n7->n8->n9->n10,3.00404e+13|3.30326e+11|2.51637e+13|5.19663e+13|6.27509e+09|2.54337e+12|3.1854e+11|2.5768e+13|6.61732e+12|3.56515e+09|5.76717e+13|1.84599e+12,4.34899e+12|4.87974e+10|1.20723e+13|3.73718e+13|5.15166e+09|4.83922e+11|2.90528e+11|1.13857e+13|1.34423e+12|2.20969e+09|4.50387e+13|5.88715e+11,2.20593e-05|0.000150149|0.000235236|4.65401e-05|0.000129815|0.000137603|6.13843e-05|0.00033585|4.39527e-05|0.000765253|0.000204857|6.01787e-05,0.00633895|0.00466227|0.00100075|0.000153837|0.000102845|0.000302355|0.00133185|0.00369855|0.000669129|0.000152009|0.00126725|0.00101454,0.0242308|0.0466207|0.0318488|0.0140069|0.000914227|0.0473158|0.0464353|0.021023|0.043186|0.00764741|0.0459616|0.0261239,0.0186446|0.0412655|0.014719|0.0421418|0.0388816|0.0430085|0.00814055|0.0399306|0.0011028|0.0487049|0.032776|0.0180416,0.952597|0.917952|0.908437|0.962302|0.915384|0.927364|0.952296|0.989066|0.941223|0.918796|0.962548|0.942571,6.1663|4.47725|5.20069|6.07392|3.76198|3.32264|0.663963|1.08178|4.27287|0.495993|5.30103|5.03831,79.8117|37.015|10.4739|52.1141|92.5451|56.2706|50.0569|32.9383|55.4093|99.595|65.9961,0.206816|0.210886|0.174627|0.216325|0.162606|0.202376|0.160573|0.172139|0.248326|0.247994|0.164414,0.332644|0.320755|0.966142|0.474765|0.327689|0.428028|0.76956|0.198275|0.993536|0.395032|0.843193,0.823926,0.95139,0.0501489,0.117049,0.421933,0.504875,0.0617885,0.490527,0.190703,0.903761,75.0845,2.21625e-10,46823,0.876134,54.7023,1.84253e-11,19749,0.862527,0.834378,0.0578779,0.973354,0.582731,0.492938,0.169781,0.516908,0.130486,0.880588,73.1261,1.75166e-13,58607,0.898519,78.1077,8.52274e-10,81618
7,8,n1->n11->n12->n13->n14->n15->n5->n6->n7->n8->n9->n10,3.00404e+13|1.20939e+11|1.24762e+09|9.91228e+12|6.27509e+09|2.54337e+12|5.16898e+10|2.5768e+13|6.61732e+12|3.56515e+09|5.76717e+13|1.84599e+12,4.34899e+12|1.2827e+10|1.86352e+08|5.06921e+12|5.15166e+09|4.83922e+11|1.84025e+10|1.13857e+13|1.34423e+12|2.20969e+09|4.50387e+13|5.88715e+11,2.20593e-05|3.68162e-05|0.000450723|2.59449e-05|0.000129815|0.000137603|0.000380256|0.00033585|4.39527e-05|0.000765253|0.000204857|6.01787e-05,0.00633895|0.000290726|0.00126271|0.00730137|0.000102845|0.000302355|0.000293754|0.00369855|0.000669129|0.000152009|0.00126725|0.00101454,0.0242308|0.0396791|0.0386825|0.0202101|0.000914227|0.0473158|0.0482045|0.021023|0.043186|0.00764741|0.0459616|0.0261239,0.0186446|0.0224647|0.0419088|0.0443805|0.0388816|0.0430085|0.0296199|0.0399306|0.0011028|0.0487049|0.032776|0.0180416,0.952597|0.92663|0.989487|0.957486|0.915384|0.927364|0.90075|0.989066|0.941223|0.918796|0.962548|0.942571,6.1663|5.09381|0.398509|3.30965|3.76198|3.32264|0.158043|1.08178|4.27287|0.495993|5.30103|5.03831,30.2686|24.4191|13.9548|56.34|92.5451|35.0583|37.2729|32.9383|55.4093|99.595|65.9961,0.203801|0.165933|0.170437|0.230897|0.162606|0.245093|0.182098|0.172139|0.248326|0.247994|0.164414,0.231522|0.813401|0.374611|0.964918|0.327689|0.442729|0.770624|0.198275|0.993536|0.395032|0.843193,0.823926,0.95139,0.0501489,0.117049,0.421933,0.504875,0.0617885,0.490527,0.190703,0.903761,75.0845,2.21625e-10,46823,0.876134,54.7023,1.84253e-11,19749,0.862527,0.834378,0.0578779,0.973354,0.582731,0.492938,0.169781,0.516908,0.130486,0.880588,73.1261,1.75166e-13,58607,0.898519,78.1077,8.52274e-10,81618
7,9,n1->n2->n3->n4->n5->n15->n16->n6->n7->n8->n9->n10,3.00404e+13|3.30326e+11|2.51637e+13|5.19663e+13|5.16898e+10|2.54337e+12|3.1854e+11|2.5768e+13|6.61732e+12|3.56515e+09|5.76717e+13|1.84599e+12,4.34899e+12|4.87974e+10|1.20723e+13|3.73718e+13|1.84025e+10|4.83922e+11|2.90528e+11|1.13857e+13|1.34423e+12|2.20969e+09|4.50387e+13|5.88715e+11,2.20593e-05|0.000150149|0.000235236|4.65401e-05|0.000380256|0.000137603|6.13843e-05|0.00033585|4.39527e-05|0.000765253|0.000204857|6.01787e-05,0.00633895|0.00466227|0.00100075|0.000153837|0.000293754|0.000302355|0.00133185|0.00369855|0.000669129|0.000152009|0.00126725|0.00101454,0.0242308|0.0466207|0.0318488|0.0140069|0.0482045|0.0473158|0.0464353|0.021023|0.043186|0.00764741|0.0459616|0.0261239,0.0186446|0.0412655|0.014719|0.0421418|0.0296199|0.0430085|0.00814055|0.0399306|0.0011028|0.0487049|0.032776|0.0180416,0.952597|0.917952|0.908437|0.962302|0.90075|0.927364|0.952296|0.989066|0.941223|0.918796|0.962548|0.942571,6.1663|4.47725|5.20069|6.07392|0.158043|3.32264|0.663963|1.08178|4.27287|0.495993|5.30103|5.03831,79.8117|37.015|10.4739|81.7362|35.0583|56.2706|50.0569|32.9383|55.4093|99.595|65.9961,0.206816|0.210886|0.174627|0.162628|0.245093|0.202376|0.160573|0.172139|0.248326|0.247994|0.164414,0.332644|0.320755|0.966142|0.858929|0.442729|0.428028|0.76956|0.198275|0.993536|0.395032|0.843193,0.823926,0.95139,0.0501489,0.117049,0.421933,0.504875,0.0617885,0.490527,0.190703,0.903761,75.0845,2.21625e-10,46823,0.876134,54.7023,1.84253e-11,19749,0.862527,0.834378,0.0578779,0.973354,0.582731,0.492938,0.169781,0.516908,0.130486,0.880588,73.1261,1.75166e-13,58607,0.898519,78.1077,8.52274e-10,81618
7,10,n1->n2->n3->n13->n14->n4->n5->n6->n7->n8->n9->n10,3.00404e+13|3.30326e+11|2.51637e+13|9.91228e+12|6.27509e+09|5.19663e+13|5.16898e+10|2.5768e+13|6.61732e+12|3.56515e+09|5.76717e+13|1.84599e+12,4.34899e+12|4.87974e+10|1.20723e+13|5.06921e+12|5.15166e+09|3.73718e+13|1.84025e+10|1.13857e+13|1.34423e+12|2.20969e+09|4.50387e+13|5.88715e+11,2.20593e-05|0.000150149|0.000235236|2.59449e-05|0.000129815|4.65401e-05|0.000380256|0.00033585|4.39527e-05|0.000765253|0.000204857|6.01787e-05,0.00633895|0.00466227|0.00100075|0.00730137|0.000102845|0.000153837|0.000293754|0.00369855|0.000669129|0.000152009|0.00126725|0.00101454,0.0242308|0.0466207|0.0318488|0.0202101|0.000914227|0.0140069|0.0482045|0.021023|0.043186|0.00764741|0.0459616|0.0261239,0.0186446|0.0412655|0.014719|0.0443805|0.0388816|0.0421418|0.0296199|0.0399306|0.0011028|0.0487049|0.032776|0.0180416,0.952597|0.917952|0.908437|0.957486|0.915384|0.962302|0.90075|0.989066|0.941223|0.918796|0.962548|0.942571,6.1663|4.47725|5.20069|3.30965|3.76198|6.07392|0.158043|1.08178|4.27287|0.495993|5.30103|5.03831,79.8117|37.015|83.9106|56.34|52.1141|81.7362|37.2729|32.9383|55.4093|99.595|65.9961,0.206816|0.210886|0.200225|0.230897|0.216325|0.162628|0.182098|0.172139|0.248326|0.247994|0.164414,0.332644|0.320755|0.417051|0.964918|0.474765|0.858929|0.770624|0.198275|0.993536|0.395032|0.843193,0.823926,0.95139,0.0501489,0.117049,0.421933,0.504875,0.0617885,0.490527,0.190703,0.903761,75.0845,2.21625e-10,46823,0.876134,54.7023,1.84253e-11,19749,0.862527,0.834378,0.0578779,0.973354,0.582731,0.492938,0.169781,0.516908,0.130486,0.880588,73.1261,1.75166e-13,58607,0.898519,78.1077,8.52274e-10,81618
7,11,n1->n2->n3->n13->n14->n15->n16->n6->n7->n8->n9->n10,3.00404e+13|3.30326e+11|2.51637e+13|9.91228e+12|6.27509e+09|2.54337e+12|3.1854e+11|2.5768e+13|6.61732e+12|3.56515e+09|5.76717e+13|1.84599e+12,4.34899e+12|4.87974e+10|1.20723e+13|5.06921e+12|5.15166e+09|4.83922e+11|2.90528e+11|1.13857e+13|1.34423e+12|2.20969e+09|4.50387e+13|5.88715e+11,2.20593e-05|0.000150149|0.000235236|2.59449e-05|0.000129815|0.000137603|6.13843e-05|0.00033585|4.39527e-05|0.000765253|0.000204857|6.01787e-05,0.00633895|0.00466227|0.00100075|0.00730137|0.000102845|0.000302355|0.00133185|0.00369855|0.000669129|0.000152009|0.00126725|0.00101454,0.0242308|0.0466207|0.0318488|0.0202101|0.000914227|0.0473158|0.0464353|0.021023|0.043186|0.00764741|0.0459616|0.0261239,0.0186446|0.0412655|0.014719|0.0443805|0.0388816|0.0430085|0.00814055|0.0399306|0.0011028|0.0487049|0.032776|0.0180416,0.952597|0.917952|0.908437|0.957486|0.915384|0.927364|0.952296|0.989066|0.941223|0.918796|0.962548|0.942571,6.1663|4.47725|5.20069|3.30965|3.76198|3.32264|0.663963|1.08178|4.27287|0.495993|5.30103|5.03831,79.8117|37.015|83.9106|56.34|92.5451|56.2706|50.0569|32.9383|55.4093|99.595|65.9961,0.206816|0.210886|0.200225|0.230897|0.162606|0.202376|0.160573|0.172139|0.248326|0.247994|0.164414,0.332644|0.320755|0.417051|0.964918|0.327689|0.428028|0.76956|0.198275|0.993536|0.395032|0.843193,0.823926,0.95139,0.0501489,0.117049,0.421933,0.504875,0.0617885,0.490527,0.190703,0.903761,75.0845,2.21625e-10,46823,0.876134,54.7023,1.84253e-11,19749,0.862527,0.834378,0.0578779,0.973354,0.582731,0.492938,0.169781,0.516908,0.130486,0.880588,73.1261,1.75166e-13,58607,0.898519,78.1077,8.52274e-10,81618
